t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0355,0.000,0.000,14771,14936,1.0000,1.0000
0.0855,20.000,18.667,14801,14964,0.6640,0.6933
0.1354,23.333,19.333,14837,14993,0.6107,0.7013
0.1856,22.667,19.333,14871,15022,0.6387,0.7227
0.2340,23.333,21.333,14905,15054,0.6387,0.7000
0.2856,23.333,20.667,14941,15086,0.6520,0.7320
0.3354,23.333,22.667,14976,15119,0.6653,0.7067
0.3840,23.333,20.000,15010,15150,0.6787,0.7800
0.4359,22.000,24.667,15045,15186,0.7213,0.6973
0.5339,24.000,26.667,15117,15258,0.7027,0.6827
0.5839,24.000,26.000,15153,15296,0.7147,0.7040
0.6354,24.000,26.667,15190,15336,0.7267,0.6973
0.6854,27.333,25.333,15230,15374,0.6653,0.7333
0.7374,27.333,24.000,15271,15410,0.6707,0.7720
0.7839,28.000,25.333,15314,15448,0.6613,0.7547
0.8391,29.333,26.000,15358,15487,0.6360,0.7493
0.8841,28.000,27.333,15400,15528,0.6667,0.7280
0.9353,26.667,25.333,15439,15567,0.7000,0.7773
0.9847,28.000,28.667,15482,15610,0.6773,0.7133
1.0340,26.667,26.000,15521,15649,0.7107,0.7747
1.0861,28.000,30.000,15563,15693,0.6880,0.6947
1.1340,26.667,26.667,15603,15733,0.7213,0.7680
1.1839,29.333,28.000,15647,15776,0.6693,0.7453
1.2370,29.333,28.667,15692,15819,0.6707,0.7347
1.2840,31.333,26.667,15738,15859,0.6280,0.7813
1.3355,28.667,28.667,15782,15901,0.6840,0.7440
1.3857,28.000,27.333,15824,15942,0.7013,0.7760
1.4341,30.667,27.333,15869,15984,0.6467,0.7813
1.4884,29.333,29.333,15913,16028,0.6747,0.7427
1.5341,28.667,29.333,15957,16071,0.6907,0.7440
1.5841,29.333,28.667,16001,16115,0.6787,0.7600
1.6354,29.333,26.000,16044,16153,0.6800,0.8213
1.6855,30.667,28.667,16090,16196,0.6520,0.7707
1.7349,28.667,27.333,16133,16238,0.6947,0.8027
1.7853,30.000,32.667,16178,16286,0.6680,0.6907
1.8340,29.333,30.000,16222,16332,0.6827,0.7440
1.8903,30.667,30.000,16268,16377,0.6547,0.7440
1.9341,28.667,26.667,16312,16417,0.6973,0.8173
1.9841,30.000,30.000,16357,16462,0.6707,0.7507
2.0340,31.333,32.000,16403,16510,0.6413,0.7067
2.0841,31.333,28.000,16450,16552,0.6387,0.7907
2.1340,31.333,31.333,16497,16598,0.6360,0.7213
2.1842,29.333,28.000,16542,16641,0.6773,0.7920
2.2342,30.667,32.000,16587,16689,0.6493,0.7080
2.2844,30.667,28.000,16633,16731,0.6480,0.7920
2.3341,29.333,31.333,16678,16777,0.6760,0.7227
2.3840,31.333,28.667,16724,16820,0.6333,0.7787
2.4341,31.333,29.333,16772,16865,0.6307,0.7667
2.4854,30.000,30.000,16816,16909,0.6573,0.7533
2.5378,30.667,29.333,16862,16953,0.6427,0.7680
2.5841,30.000,28.667,16908,16997,0.6560,0.7840
2.6357,29.333,30.667,16951,17043,0.6707,0.7427
2.6841,29.333,31.333,16996,17090,0.6720,0.7267
2.7341,30.000,30.000,17041,17134,0.6587,0.7533
2.7840,30.000,26.667,17086,17174,0.6587,0.8267
2.8341,31.333,30.000,17133,17219,0.6293,0.7600
2.8855,27.333,28.000,17174,17262,0.7147,0.8040
2.9340,31.333,33.333,17220,17311,0.6320,0.6907
2.9856,30.667,30.000,17267,17357,0.6440,0.7573
3.0347,31.333,30.667,17313,17403,0.6280,0.7427
3.0856,29.333,31.333,17357,17449,0.6693,0.7267
3.1341,30.000,28.667,17403,17492,0.6560,0.7827
3.1840,32.667,27.333,17451,17533,0.5973,0.8147
3.2366,27.333,28.667,17493,17577,0.7093,0.7907
3.2841,32.000,30.000,17541,17622,0.6120,0.7640
3.3340,31.333,32.000,17587,17670,0.6227,0.7200
3.3842,30.000,30.667,17632,17716,0.6493,0.7453
3.4342,30.667,29.333,17679,17760,0.6347,0.7733
3.4841,28.667,30.000,17722,17804,0.6773,0.7600
3.5357,31.333,29.333,17768,17848,0.6213,0.7747
3.5870,30.000,28.667,17814,17892,0.6480,0.7907
3.6341,30.667,31.333,17860,17939,0.6333,0.7347
3.6842,32.000,30.000,17908,17983,0.6027,0.7613
3.7358,30.000,30.667,17952,18029,0.6427,0.7467
3.7840,30.000,29.333,17998,18073,0.6427,0.7747
3.8341,30.667,29.333,18043,18117,0.6280,0.7760
3.8856,30.000,27.333,18089,18159,0.6413,0.8213
3.9355,27.333,31.333,18130,18206,0.7000,0.7387
3.9840,32.000,32.667,18177,18254,0.6027,0.7067
