t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0144,0.000,0.000,19936,20056,1.0000,1.0000
0.0668,29.333,28.000,19981,20100,0.4587,0.4880
0.1606,43.333,43.333,20108,20226,0.1280,0.1307
0.2106,36.000,38.667,20163,20285,0.2627,0.2067
0.2644,33.333,31.333,20213,20330,0.3093,0.3507
0.3605,28.667,30.000,20298,20421,0.4093,0.3787
0.4105,27.333,28.000,20339,20463,0.4413,0.4227
0.4628,23.333,27.333,20373,20503,0.5347,0.4413
0.5106,21.333,22.667,20405,20538,0.5920,0.5493
0.5620,22.667,25.333,20440,20576,0.5800,0.5053
0.6106,26.667,26.000,20479,20614,0.5067,0.5000
0.6607,24.000,24.000,20515,20651,0.5720,0.5520
0.7122,22.000,25.333,20548,20688,0.6280,0.5347
0.7605,24.000,24.667,20585,20725,0.6000,0.5587
0.8105,25.333,23.333,20622,20761,0.5827,0.5987
0.8610,26.667,27.333,20662,20802,0.5627,0.5240
0.9125,26.667,26.667,20702,20841,0.5693,0.5440
0.9625,25.333,27.333,20742,20884,0.6053,0.5360
1.0605,28.667,28.000,20822,20963,0.5507,0.5347
1.1104,27.333,26.667,20863,21003,0.5827,0.5680
1.1624,26.667,26.667,20902,21044,0.6027,0.5747
1.2650,28.000,28.667,20983,21129,0.5880,0.5400
1.3107,28.000,28.000,21025,21172,0.5920,0.5573
1.3645,25.333,28.667,21064,21215,0.6547,0.5467
1.4113,27.333,26.667,21105,21254,0.6200,0.5933
1.5134,30.667,28.667,21191,21339,0.5573,0.5613
1.5660,30.000,30.000,21237,21383,0.5707,0.5347
1.6124,28.000,26.667,21278,21423,0.6147,0.6080
1.6647,28.667,29.333,21321,21468,0.6040,0.5560
1.7107,28.667,28.667,21364,21510,0.6067,0.5720
1.7607,28.667,28.000,21407,21553,0.6093,0.5893
1.8127,28.667,27.333,21451,21594,0.6120,0.6080
1.8611,26.000,29.333,21489,21638,0.6733,0.5693
1.9621,31.333,30.667,21579,21725,0.5667,0.5453
2.0157,28.667,29.333,21622,21769,0.6227,0.5733
2.0642,25.333,28.667,21661,21813,0.6987,0.5893
2.1105,30.000,27.333,21706,21853,0.6053,0.6213
2.1605,30.667,29.333,21751,21897,0.5907,0.5827
2.2107,30.000,30.000,21797,21942,0.6040,0.5693
2.2642,28.000,28.000,21838,21985,0.6480,0.6133
2.3131,27.333,29.333,21879,22028,0.6667,0.5880
2.3605,29.333,30.000,21923,22074,0.6280,0.5747
2.4108,30.667,31.333,21969,22121,0.6000,0.5453
2.4645,30.667,28.667,22015,22164,0.5987,0.6013
2.5106,29.333,29.333,22059,22207,0.6267,0.5893
2.5605,28.667,30.000,22102,22253,0.6427,0.5760
2.6110,32.000,31.333,22150,22300,0.5720,0.5467
2.6641,30.000,30.000,22194,22345,0.6120,0.5733
2.7605,28.000,30.000,22284,22435,0.6547,0.5733
2.8107,31.333,31.333,22331,22481,0.5853,0.5440
2.8607,28.667,28.000,22374,22524,0.6413,0.6147
2.9125,28.000,28.667,22415,22566,0.6587,0.6040
2.9606,28.667,30.000,22458,22612,0.6480,0.5773
3.0106,30.667,31.333,22504,22659,0.6067,0.5480
3.0607,30.667,31.333,22550,22706,0.6053,0.5453
3.1140,30.667,31.333,22596,22752,0.6040,0.5427
3.1607,26.000,26.667,22635,22793,0.7053,0.6427
3.2106,30.667,30.000,22681,22837,0.6107,0.5760
3.2607,32.667,30.000,22730,22882,0.5653,0.5760
3.3108,28.000,26.667,22772,22923,0.6627,0.6493
3.3606,28.000,28.000,22814,22964,0.6667,0.6267
3.4111,29.333,29.333,22859,23009,0.6413,0.6013
3.4624,32.667,32.667,22907,23057,0.5693,0.5293
3.5111,29.333,28.000,22952,23099,0.6373,0.6267
3.5640,32.000,28.000,23000,23141,0.5800,0.6307
3.6106,28.000,28.667,23041,23184,0.6640,0.6200
3.6607,28.667,30.000,23085,23229,0.6533,0.5933
3.7108,31.333,31.333,23132,23276,0.5973,0.5640
3.7624,27.333,30.667,23173,23323,0.6827,0.5760
3.8107,26.667,30.000,23212,23367,0.7027,0.5893
3.8622,29.333,29.333,23256,23411,0.6507,0.6040
3.9108,31.333,30.667,23304,23458,0.6080,0.5760
3.9642,30.000,32.000,23349,23506,0.6347,0.5453
