t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0529,0.000,0.000,23626,23793,1.0000,1.0000
0.1548,46.667,45.333,23741,23904,0.0787,0.1107
0.2035,41.333,38.667,23802,23962,0.1627,0.2267
0.2527,36.000,38.667,23857,24020,0.2573,0.2093
0.3012,34.667,34.000,23908,24070,0.2747,0.2947
0.3512,30.000,30.667,23954,24116,0.3680,0.3600
0.4013,29.333,28.667,23997,24160,0.3827,0.4027
0.4529,24.000,28.000,24034,24201,0.5013,0.4200
0.5013,26.000,26.000,24073,24240,0.4693,0.4680
0.5513,22.667,24.000,24107,24276,0.5507,0.5200
0.6042,24.000,24.667,24143,24314,0.5360,0.5173
0.6512,24.000,26.000,24178,24352,0.5480,0.4987
0.7022,25.333,24.000,24217,24388,0.5307,0.5507
0.7512,26.000,21.333,24255,24421,0.5253,0.6213
0.8012,24.000,24.667,24292,24458,0.5773,0.5653
0.8512,26.000,24.667,24330,24494,0.5453,0.5760
0.9027,23.333,26.000,24366,24534,0.6120,0.5573
0.9550,25.333,26.667,24403,24574,0.5813,0.5507
1.0025,24.000,28.000,24440,24616,0.6200,0.5280
1.0529,26.667,26.667,24479,24655,0.5733,0.5613
1.1063,26.667,26.667,24519,24696,0.5800,0.5680
1.1514,26.667,28.667,24559,24738,0.5867,0.5307
1.2062,26.667,25.333,24600,24777,0.5933,0.6067
1.2511,27.333,27.333,24640,24817,0.5853,0.5720
1.3043,24.667,26.000,24678,24857,0.6493,0.6067
1.3514,29.333,29.333,24721,24900,0.5573,0.5413
1.4013,28.000,26.667,24763,24941,0.5880,0.6013
1.4565,28.000,29.333,24805,24985,0.5920,0.5493
1.5012,28.000,28.667,24847,25027,0.5960,0.5653
1.5514,25.333,28.000,24886,25069,0.6587,0.5827
1.6013,30.000,25.333,24930,25108,0.5653,0.6453
1.6528,30.000,29.333,24976,25152,0.5653,0.5667
1.7077,30.000,30.667,25020,25197,0.5653,0.5387
1.7514,26.667,27.333,25061,25239,0.6387,0.6107
1.8028,30.000,30.667,25105,25284,0.5720,0.5427
1.8543,30.000,29.333,25150,25328,0.5720,0.5707
1.9014,28.000,27.333,25192,25370,0.6160,0.6160
1.9529,28.000,30.667,25234,25415,0.6200,0.5480
2.0013,30.000,30.667,25279,25461,0.5800,0.5467
2.0514,26.000,26.000,25318,25501,0.6680,0.6480
2.1013,26.000,28.667,25357,25543,0.6760,0.5973
2.1529,26.667,28.000,25397,25586,0.6693,0.6147
2.2013,28.667,32.000,25441,25633,0.6320,0.5307
2.2513,28.000,30.000,25483,25678,0.6493,0.5707
2.3013,28.000,26.667,25525,25719,0.6533,0.6440
2.3514,31.333,31.333,25571,25766,0.5840,0.5480
2.4014,30.667,30.000,25617,25811,0.5960,0.5747
2.4514,32.000,30.000,25665,25856,0.5653,0.5747
2.5029,28.667,30.000,25708,25901,0.6347,0.5747
2.5541,29.333,30.000,25753,25945,0.6227,0.5747
2.6016,30.000,28.000,25798,25988,0.6093,0.6187
2.6569,27.333,27.333,25841,26029,0.6680,0.6373
2.7527,28.667,29.333,25926,26117,0.6453,0.6000
2.8012,30.667,29.333,25972,26161,0.6040,0.6013
2.8515,29.333,32.000,26016,26209,0.6320,0.5440
2.9014,30.667,30.667,26062,26255,0.6040,0.5693
2.9513,29.333,32.000,26105,26302,0.6320,0.5387
3.0039,31.333,30.000,26153,26347,0.5893,0.5787
3.0529,28.000,28.000,26194,26390,0.6600,0.6227
3.1031,28.000,30.000,26236,26435,0.6640,0.5827
3.1515,29.333,28.667,26280,26478,0.6387,0.6120
3.2015,30.667,30.667,26326,26524,0.6107,0.5707
3.2527,32.000,31.333,26375,26571,0.5800,0.5547
3.3014,28.000,30.000,26417,26616,0.6640,0.5813
3.3531,29.333,29.333,26461,26659,0.6387,0.5960
3.4015,32.000,30.000,26509,26704,0.5813,0.5827
3.4513,28.000,30.000,26551,26749,0.6653,0.5827
3.5013,32.000,27.333,26599,26790,0.5813,0.6413
3.5513,32.000,28.667,26647,26834,0.5773,0.6173
3.6015,28.667,31.333,26690,26880,0.6467,0.5613
3.6514,28.000,30.667,26731,26926,0.6640,0.5733
3.7015,28.667,28.667,26775,26970,0.6533,0.6160
3.7514,28.667,29.333,26817,27014,0.6560,0.6040
3.8075,30.667,32.000,26864,27062,0.6147,0.5467
3.8528,30.000,30.667,26908,27108,0.6280,0.5720
3.9029,30.667,27.333,26955,27149,0.6133,0.6440
3.9542,30.000,30.667,26999,27195,0.6267,0.5760
4.0014,29.333,32.667,27043,27243,0.6413,0.5307
