t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0170,0.000,0.000,9060,9203,0.6500,0.6500
0.0663,6.667,7.333,9070,9214,0.6457,0.6443
0.1147,14.667,14.667,9092,9237,0.6763,0.6750
0.1641,17.333,20.000,9119,9266,0.7017,0.6950
0.2187,22.667,23.333,9153,9301,0.6630,0.6417
0.2641,27.333,27.333,9194,9342,0.5750,0.5670
0.3221,27.333,26.667,9234,9383,0.5803,0.5870
0.3661,26.000,26.667,9273,9422,0.6150,0.5937
0.4142,26.000,29.333,9312,9467,0.6230,0.5417
0.4643,24.000,28.667,9349,9510,0.6750,0.5577
0.5140,28.000,28.000,9391,9552,0.5990,0.5750
0.5684,30.667,30.667,9436,9597,0.5443,0.5203
0.6179,29.333,28.000,9479,9640,0.5723,0.5777
0.7141,30.667,29.333,9570,9726,0.5470,0.5563
0.7641,29.333,31.333,9614,9773,0.5750,0.5137
0.8140,30.667,30.667,9660,9819,0.5470,0.5257
0.8661,29.333,30.667,9704,9865,0.5750,0.5243
0.9152,26.667,28.000,9743,9907,0.6350,0.5817
1.0140,30.000,29.333,9830,9994,0.5737,0.5577
1.0663,30.000,29.333,9875,10039,0.5737,0.5590
1.1153,28.667,31.333,9918,10085,0.6030,0.5163
1.1659,30.000,29.333,9963,10130,0.5763,0.5577
1.2679,30.667,27.333,10056,10213,0.5590,0.6070
1.3141,29.333,31.333,10100,10260,0.5870,0.5243
1.3682,29.333,28.000,10144,10302,0.5883,0.5950
1.4141,28.000,30.667,10186,10348,0.6190,0.5403
1.4640,28.667,31.333,10228,10395,0.6083,0.5243
1.5141,28.667,29.333,10271,10438,0.6110,0.5657
1.5663,30.000,30.000,10316,10484,0.5843,0.5523
1.6153,27.333,28.000,10359,10524,0.6430,0.5963
1.7141,32.000,32.000,10451,10619,0.1003,0.0683
1.7647,28.000,30.000,10494,10664,0.6283,0.5523
1.8163,27.333,28.667,10535,10707,0.6470,0.5817
1.8648,29.333,28.667,10579,10750,0.6083,0.5843
1.9141,27.333,30.000,10620,10794,0.6537,0.5577
1.9642,30.667,27.333,10666,10835,0.5857,0.6163
2.0155,30.000,28.000,10710,10878,0.5990,0.6070
2.0644,29.333,31.333,10755,10925,0.6137,0.5377
2.1163,29.333,31.333,10798,10972,0.6150,0.5350
2.1646,26.000,30.000,10837,11017,0.6897,0.5617
2.2140,30.667,30.667,10884,11062,0.5950,0.5470
2.2652,30.000,30.000,10929,11108,0.6083,0.5603
2.3141,32.000,31.333,10976,11155,0.1203,0.5310
2.3687,30.667,28.667,11022,11198,0.5897,0.5870
2.4147,22.667,27.333,11056,11238,0.7643,0.6190
2.5141,32.000,31.333,11149,11331,0.1297,0.5363
2.5640,32.000,31.333,11198,11377,0.1257,0.5337
2.6142,27.333,30.667,11238,11424,0.6683,0.5457
2.6655,24.667,31.333,11276,11470,0.7323,0.5297
2.7141,27.333,28.667,11317,11514,0.6843,0.5857
2.7645,28.667,32.000,11359,11562,0.6603,0.0710
2.8141,31.333,28.667,11407,11605,0.6043,0.5843
2.8641,32.000,28.667,11455,11648,0.1430,0.5870
2.9147,31.333,29.333,11502,11692,0.5977,0.5750
2.9641,29.333,30.000,11546,11736,0.6390,0.5617
3.0159,28.667,28.667,11590,11780,0.6550,0.5910
3.1162,30.667,31.333,11678,11871,0.6150,0.5363
3.1657,30.667,31.333,11724,11918,0.6137,0.5337
3.2169,30.667,31.333,11771,11964,0.6123,0.5310
3.2652,32.000,29.333,11819,12009,0.1377,0.5723
3.3159,28.000,31.333,11860,12056,0.6657,0.5297
3.3642,23.333,30.000,11896,12101,0.7723,0.5563
3.4142,30.000,28.667,11941,12144,0.6390,0.5857
3.4642,35.333,31.333,11994,12191,0.0777,0.5297
3.5208,32.000,30.667,12042,12237,0.1403,0.5417
3.5657,28.000,30.000,12082,12283,0.6683,0.5550
3.6198,26.000,30.667,12122,12328,0.7163,0.5403
3.7142,32.000,32.000,12213,12420,0.1523,0.0657
3.7665,29.333,28.000,12256,12463,0.6510,0.5937
3.8142,29.333,28.667,12300,12506,0.6523,0.5830
3.8664,27.333,28.000,12342,12547,0.6977,0.6003
3.9168,28.667,28.667,12383,12591,0.6737,0.5897
