t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0349,0.000,0.000,22399,22588,0.6600,0.6600
0.0809,7.333,7.333,22410,22599,0.5587,0.5587
0.1310,12.000,13.333,22429,22619,0.5013,0.4720
0.1822,15.333,14.667,22451,22642,0.4640,0.4760
0.2309,15.333,16.667,22475,22666,0.4933,0.4627
0.2809,16.667,16.667,22499,22691,0.4933,0.4893
0.3323,17.333,17.333,22525,22718,0.5053,0.5013
0.3813,18.000,18.667,22552,22745,0.5160,0.4973
0.4309,18.667,19.333,22580,22774,0.5253,0.5053
0.4808,18.667,20.000,22608,22804,0.5480,0.5120
0.5310,20.000,20.667,22638,22836,0.5413,0.5173
0.5822,20.000,22.000,22668,22868,0.5613,0.5067
0.6325,21.333,20.667,22701,22900,0.5520,0.5520
0.6850,22.000,21.333,22733,22932,0.5547,0.5560
0.7337,23.333,22.667,22768,22965,0.5413,0.5440
0.7857,22.667,23.333,22802,23000,0.5693,0.5440
0.8309,23.333,22.667,22837,23034,0.5693,0.5720
0.8809,23.333,24.667,22872,23071,0.5827,0.5427
0.9310,24.000,24.667,22908,23109,0.5813,0.5533
0.9825,24.667,25.333,22945,23147,0.5787,0.5493
1.0326,26.667,27.333,22985,23187,0.5453,0.5147
1.0837,25.333,24.000,23023,23224,0.5813,0.5933
1.1310,26.667,28.000,23064,23265,0.5613,0.5173
1.1824,27.333,24.667,23105,23303,0.5533,0.5947
1.2311,26.000,26.667,23144,23343,0.5880,0.5613
1.2809,28.000,28.667,23185,23385,0.5520,0.5240
1.3327,27.333,26.000,23226,23424,0.5707,0.5853
1.3823,24.667,26.000,23264,23463,0.6347,0.5933
1.4310,28.667,26.000,23306,23503,0.5573,0.6013
1.4809,26.667,30.000,23347,23547,0.6040,0.5213
1.5312,26.000,25.333,23386,23586,0.6253,0.6240
1.5808,26.667,30.000,23425,23630,0.6187,0.5307
1.6326,28.000,27.333,23467,23671,0.5960,0.5893
1.6811,30.000,28.667,23512,23714,0.5560,0.5653
1.7325,28.000,28.667,23555,23757,0.6000,0.5680
1.7825,30.000,27.333,23599,23798,0.5600,0.6000
1.8326,28.000,29.333,23641,23842,0.6040,0.5613
1.8826,26.667,29.333,23681,23886,0.6373,0.5627
1.9329,27.333,28.667,23722,23930,0.6293,0.5787
1.9810,28.667,29.333,23766,23974,0.6053,0.5667
2.0346,28.000,31.333,23807,24020,0.6227,0.5240
2.0810,29.333,28.667,23851,24064,0.5973,0.5800
2.1323,28.000,30.667,23893,24109,0.6280,0.5387
2.1811,26.667,26.000,23934,24149,0.6613,0.6400
2.2312,30.000,30.000,23979,24193,0.5947,0.5600
2.2810,30.000,29.333,24024,24238,0.5947,0.5747
2.3310,31.333,31.333,24070,24284,0.5653,0.5320
2.3810,29.333,29.333,24115,24329,0.6067,0.5733
2.4311,31.333,31.333,24161,24375,0.5640,0.5307
2.4839,26.667,28.000,24201,24417,0.6640,0.6013
2.5325,29.333,28.000,24245,24460,0.6120,0.6053
2.5825,29.333,28.667,24290,24502,0.6133,0.5947
2.6349,31.333,30.000,24337,24547,0.5707,0.5680
2.6811,31.333,30.000,24383,24593,0.5680,0.5680
2.7310,28.000,32.000,24425,24640,0.6387,0.5240
2.7825,28.667,30.000,24469,24685,0.6280,0.5640
2.8312,30.000,28.000,24514,24728,0.6013,0.6080
2.8811,31.333,28.667,24560,24771,0.5720,0.5973
2.9311,28.000,29.333,24602,24814,0.6427,0.5853
2.9812,26.667,29.333,24642,24858,0.6760,0.5867
3.0311,31.333,30.000,24690,24904,0.5800,0.5733
3.0810,32.000,32.000,24737,24952,0.5627,0.5293
3.1325,30.000,29.333,24782,24995,0.6027,0.5840
3.1810,28.000,27.333,24825,25037,0.6467,0.6293
3.2310,30.000,29.333,24869,25081,0.6067,0.5907
3.2811,30.000,30.667,24914,25127,0.6067,0.5627
3.3325,30.000,31.333,24959,25173,0.6067,0.5467
3.3811,29.333,29.333,25004,25217,0.6213,0.5880
3.4327,30.000,28.667,25048,25261,0.6080,0.6040
3.4812,30.000,31.333,25093,25307,0.6080,0.5480
3.5311,30.000,28.000,25138,25349,0.6080,0.6187
3.5825,27.333,30.667,25179,25395,0.6667,0.5640
3.6311,27.333,29.333,25220,25440,0.6720,0.5920
3.6812,30.667,32.000,25267,25488,0.6040,0.5347
3.7310,32.667,30.667,25315,25534,0.5587,0.5600
3.7816,30.000,32.000,25361,25581,0.6120,0.5293
3.8325,30.667,28.667,25406,25624,0.5973,0.5987
3.8811,27.333,27.333,25447,25665,0.6693,0.6307
3.9311,32.000,30.000,25495,25711,0.5720,0.5773
3.9811,29.333,31.333,25539,25757,0.6267,0.5480
