t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0214,0.000,0.000,25106,21773,0.6500,0.6500
0.0724,6.667,6.000,25116,21782,0.6457,0.6470
0.1214,12.667,12.667,25136,21801,0.6803,0.6817
0.1713,16.667,16.667,25160,21827,0.7070,0.7083
0.2197,19.333,22.000,25189,21859,0.7283,0.6843
0.2710,24.667,24.000,25228,21896,0.6457,0.6563
0.3740,26.000,28.000,25304,21974,0.6350,0.5910
0.4246,27.333,25.333,25346,22012,0.6137,0.6537
0.4717,28.000,26.000,25387,22051,0.6043,0.6483
0.5197,27.333,28.000,25429,22093,0.6230,0.6123
0.5699,28.000,27.333,25470,22134,0.6137,0.6310
0.6266,29.333,28.667,25514,22177,0.5883,0.6070
0.6698,26.667,28.667,25554,22220,0.6483,0.6097
0.7212,26.000,26.000,25594,22259,0.6697,0.6710
0.7712,26.000,29.333,25632,22303,0.6777,0.6057
0.8197,27.333,29.333,25674,22348,0.6563,0.6070
0.8698,30.667,30.667,25720,22394,0.5883,0.5790
0.9199,29.333,30.667,25764,22440,0.6163,0.5777
0.9698,26.667,28.000,25803,22481,0.6763,0.6350
1.0203,28.000,28.000,25845,22524,0.6537,0.6390
1.0712,29.333,30.667,25889,22569,0.6283,0.5843
1.1198,29.333,27.333,25934,22611,0.6297,0.6563
1.1698,29.333,31.333,25978,22657,0.6310,0.5737
1.2256,30.667,29.333,26024,22702,0.6030,0.6150
1.2710,30.667,30.000,26069,22746,0.6017,0.6017
1.3208,29.333,29.333,26113,22790,0.6297,0.6163
1.3697,27.333,28.000,26154,22832,0.6750,0.6470
1.4199,28.667,29.333,26198,22877,0.6510,0.6217
1.4720,30.667,31.333,26244,22924,0.6097,0.5790
1.5199,29.333,31.333,26288,22970,0.6377,0.5763
1.5714,29.333,29.333,26332,23014,0.6390,0.6177
1.6199,29.333,29.333,26375,23058,0.6403,0.6190
1.6724,28.000,29.333,26417,23102,0.6710,0.6203
1.7198,28.000,30.667,26459,23149,0.6750,0.5923
1.7698,28.667,30.667,26502,23195,0.6643,0.5910
1.8199,27.333,30.667,26543,23241,0.6963,0.5897
1.8699,28.667,29.333,26587,23285,0.6723,0.6177
1.9197,31.333,30.000,26633,23329,0.6163,0.6043
1.9846,30.667,28.667,26679,23373,0.6283,0.6337
2.0198,30.000,30.667,26725,23419,0.6417,0.5923
2.0721,29.333,30.000,26768,23463,0.6563,0.6057
2.1213,28.667,29.333,26811,23507,0.6723,0.6203
2.1725,30.000,28.000,26857,23550,0.6457,0.6510
2.2198,29.333,30.667,26901,23596,0.6603,0.5963
2.2698,32.000,28.667,26948,23639,0.6030,0.6390
2.3230,27.333,30.000,26989,23684,0.7017,0.6123
2.3699,30.000,31.333,27035,23731,0.6483,0.5830
2.4197,29.333,30.000,27079,23775,0.6630,0.6097
2.4749,32.000,29.333,27126,23820,0.6057,0.6243
2.5212,30.000,31.333,27172,23867,0.6457,0.5817
2.5697,30.000,30.000,27217,23912,0.6457,0.6083
2.6198,30.000,30.667,27262,23958,0.6457,0.5937
2.6718,30.000,30.000,27307,24002,0.6457,0.6070
2.7211,30.000,29.333,27352,24047,0.6457,0.6217
2.7698,28.667,30.000,27394,24091,0.6750,0.6083
2.8201,28.667,29.333,27438,24136,0.6777,0.6230
2.8716,32.000,30.000,27485,24181,0.6070,0.6097
2.9213,28.667,30.000,27528,24225,0.6763,0.6097
2.9699,31.333,28.667,27576,24268,0.6203,0.6390
3.0198,31.333,28.667,27623,24312,0.6177,0.6417
3.0698,30.000,28.667,27668,24355,0.6443,0.6443
3.1199,28.667,32.000,27710,24403,0.6737,0.5737
3.1698,28.000,30.667,27753,24448,0.6910,0.5990
3.2200,28.000,28.667,27794,24492,0.6950,0.6417
3.2699,29.333,31.333,27839,24539,0.6697,0.5857
3.3199,30.667,31.333,27885,24586,0.6417,0.5830
3.3698,29.333,28.667,27929,24629,0.6697,0.6390
3.4225,30.000,29.333,27973,24672,0.6563,0.6270
3.4714,28.000,28.667,28015,24715,0.7003,0.6430
3.5200,32.000,30.000,28064,24761,0.6163,0.6163
3.5723,30.667,30.000,28109,24805,0.6417,0.6163
3.6699,29.333,30.667,28198,24896,0.6697,0.6017
3.7211,29.333,28.667,28242,24940,0.6710,0.6443
3.7815,28.000,32.000,28284,24987,0.7017,0.5737
3.8618,28.000,30.000,28327,25033,0.7057,0.6137
3.8699,28.667,32.000,28370,25080,0.6950,0.5697
3.9199,32.000,28.667,28418,25123,0.6243,0.6390
3.9698,32.000,30.000,28465,25168,0.6203,0.6123
