t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0389,0.000,0.000,12630,12653,1.0000,1.0000
0.1374,44.000,45.333,12738,12764,0.1413,0.1107
0.1875,43.333,42.000,12802,12827,0.1280,0.1533
0.2373,36.667,37.333,12857,12883,0.2480,0.2320
0.2890,33.333,32.667,12908,12932,0.3080,0.3200
0.3388,29.333,30.667,12952,12978,0.3893,0.3587
0.3890,29.333,29.333,12995,13022,0.3907,0.3867
0.4373,26.000,28.000,13034,13063,0.4653,0.4173
0.4875,24.667,24.000,13071,13099,0.5027,0.5093
0.5374,22.667,24.000,13105,13136,0.5573,0.5213
0.5874,22.667,26.000,13139,13174,0.5720,0.4893
0.6372,22.667,22.667,13174,13209,0.5867,0.5707
0.6875,25.333,24.667,13211,13246,0.5427,0.5413
0.7389,24.667,25.333,13249,13284,0.5667,0.5373
0.7877,25.333,25.333,13286,13322,0.5627,0.5467
0.8373,24.000,27.333,13322,13362,0.6013,0.5120
0.8891,24.000,25.333,13359,13400,0.6133,0.5613
0.9388,25.333,26.000,13396,13439,0.5960,0.5560
0.9877,25.333,24.667,13435,13477,0.6053,0.5933
1.0374,27.333,26.667,13475,13516,0.5707,0.5600
1.0890,26.000,26.667,13514,13557,0.6053,0.5667
1.1390,26.667,27.333,13555,13597,0.5987,0.5587
1.1890,25.333,27.333,13592,13638,0.6347,0.5640
1.2376,26.667,28.667,13633,13682,0.6147,0.5400
1.2890,28.667,29.333,13675,13725,0.5773,0.5280
1.3375,28.000,26.667,13718,13766,0.5947,0.5880
1.3875,27.333,29.333,13758,13809,0.6133,0.5360
1.4375,28.667,24.667,13801,13847,0.5893,0.6400
1.4894,28.667,29.333,13846,13888,0.5920,0.5480
1.5874,27.333,28.000,13928,13974,0.6280,0.5840
1.6389,28.667,28.667,13971,14017,0.6040,0.5733
1.6903,29.333,30.667,14015,14062,0.5920,0.5320
1.7375,29.333,28.667,14058,14105,0.5933,0.5747
1.7876,26.000,27.333,14097,14146,0.6680,0.6067
1.8374,26.667,28.667,14137,14189,0.6613,0.5827
1.8902,27.333,26.000,14178,14229,0.6533,0.6440
1.9375,30.000,31.333,14224,14275,0.6000,0.5347
1.9902,29.333,28.000,14267,14317,0.6147,0.6053
2.0374,27.333,28.000,14308,14360,0.6600,0.6093
2.0888,30.667,31.333,14354,14406,0.5920,0.5400
2.1390,30.000,28.667,14400,14449,0.6053,0.5960
2.1875,29.333,29.333,14443,14494,0.6200,0.5840
2.2375,27.333,28.667,14484,14536,0.6653,0.6000
2.2876,29.333,29.333,14528,14581,0.6267,0.5880
2.3378,30.667,29.333,14574,14624,0.5987,0.5893
2.3874,27.333,27.333,14616,14666,0.6707,0.6347
2.4375,28.000,32.000,14658,14713,0.6613,0.5373
2.4875,32.000,28.667,14706,14757,0.5773,0.6067
2.5376,31.333,32.000,14752,14804,0.5880,0.5360
2.5891,29.333,30.000,14796,14849,0.6293,0.5760
2.6376,30.000,28.667,14842,14892,0.6160,0.6053
2.6890,28.667,30.000,14885,14937,0.6453,0.5787
2.7376,30.667,30.000,14931,14983,0.6040,0.5787
2.7876,30.667,28.667,14976,15026,0.6027,0.6080
2.8392,30.000,28.000,15022,15067,0.6160,0.6253
2.8876,28.667,30.000,15065,15113,0.6453,0.5853
2.9376,28.667,32.000,15108,15161,0.6480,0.5413
2.9875,28.000,29.333,15150,15205,0.6653,0.5960
3.0393,30.667,30.667,15196,15250,0.6107,0.5680
3.0876,29.333,30.000,15240,15295,0.6387,0.5813
3.1376,28.000,28.667,15282,15339,0.6693,0.6107
3.1875,31.333,32.000,15329,15386,0.6000,0.5400
3.2391,31.333,30.000,15375,15432,0.5973,0.5800
3.2875,28.667,28.667,15419,15475,0.6533,0.6093
3.3376,28.667,31.333,15461,15522,0.6560,0.5533
3.3891,28.000,30.667,15504,15567,0.6733,0.5653
3.4392,32.667,28.000,15553,15610,0.5747,0.6227
3.4890,31.333,28.667,15599,15653,0.5987,0.6120
3.5376,27.333,30.667,15641,15698,0.6840,0.5707
3.5876,31.333,30.000,15687,15744,0.6013,0.5840
3.6376,30.000,29.333,15732,15788,0.6280,0.5987
3.6875,28.000,29.333,15774,15831,0.6720,0.6000
3.7376,30.667,28.667,15821,15875,0.6173,0.6160
3.7892,31.333,29.333,15868,15919,0.6013,0.6040
3.8390,31.333,30.000,15914,15963,0.5987,0.5907
3.8876,30.667,29.333,15960,16008,0.6107,0.6053
3.9391,27.333,32.667,16001,16056,0.6827,0.5333
3.9875,28.000,28.667,16044,16100,0.6733,0.6160
