t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0173,0.000,0.000,20320,20451,1.0000,1.0000
0.0652,30.000,28.000,20365,20494,0.4440,0.4880
0.1160,41.333,39.333,20427,20553,0.1947,0.2427
0.1659,43.333,43.333,20493,20617,0.1280,0.1360
0.2144,37.333,38.000,20549,20675,0.2333,0.2267
0.2644,33.333,33.333,20599,20725,0.3067,0.3133
0.3155,27.333,28.667,20639,20768,0.4320,0.4093
0.3643,27.333,28.000,20681,20810,0.4373,0.4267
0.4145,27.333,28.000,20721,20851,0.4427,0.4307
0.4642,24.667,23.333,20758,20887,0.5067,0.5373
0.5168,24.000,26.667,20794,20926,0.5320,0.4773
0.5642,22.667,24.667,20828,20963,0.5733,0.5280
0.6142,25.333,24.667,20866,21000,0.5293,0.5387
0.6672,24.667,24.667,20903,21038,0.5533,0.5493
0.7157,25.333,26.667,20942,21077,0.5493,0.5160
0.7677,24.667,24.667,20978,21115,0.5733,0.5667
0.8170,24.667,27.333,21015,21155,0.5840,0.5187
0.8673,25.333,26.667,21053,21196,0.5800,0.5387
0.9159,25.333,27.333,21090,21237,0.5893,0.5307
1.0144,28.000,27.333,21170,21316,0.5507,0.5453
1.0645,26.667,28.000,21210,21357,0.5840,0.5360
1.1163,28.000,26.000,21252,21397,0.5613,0.5840
1.1658,26.667,28.000,21292,21439,0.5947,0.5480
1.2159,28.000,28.000,21335,21480,0.5720,0.5520
1.2645,28.000,28.000,21377,21523,0.5760,0.5560
1.3145,28.667,28.667,21419,21566,0.5653,0.5453
1.3662,27.333,28.667,21460,21608,0.5973,0.5480
1.4179,23.333,24.667,21495,21645,0.6907,0.6387
1.4643,28.667,27.333,21539,21686,0.5867,0.5907
1.5144,30.000,26.667,21584,21727,0.5600,0.6107
1.5644,30.000,30.000,21629,21772,0.5600,0.5440
1.6155,30.000,30.667,21674,21818,0.5600,0.5293
1.6667,29.333,26.000,21718,21856,0.5747,0.6307
1.7645,27.333,30.667,21802,21944,0.6227,0.5400
1.8193,30.000,30.667,21846,21990,0.5693,0.5387
1.8668,28.000,27.333,21889,22032,0.6133,0.6107
1.9644,29.333,31.333,21974,22116,0.5920,0.5387
2.0170,30.000,31.333,22019,22163,0.5787,0.5360
2.0680,28.000,30.000,22062,22208,0.6227,0.5627
2.1163,30.000,29.333,22107,22252,0.5827,0.5773
2.1643,28.667,30.667,22149,22298,0.6120,0.5493
2.2158,28.000,31.333,22192,22344,0.6293,0.5333
2.2682,30.667,28.667,22237,22388,0.5747,0.5893
2.3165,26.000,28.000,22277,22430,0.6760,0.6067
2.4159,29.333,30.667,22366,22518,0.6107,0.5560
2.4645,31.333,31.333,22412,22565,0.5680,0.5400
2.5163,26.667,30.000,22452,22610,0.6680,0.5667
2.5643,30.667,30.667,22498,22655,0.5867,0.5520
2.6145,28.000,28.000,22541,22697,0.6440,0.6093
2.6666,31.333,29.333,22587,22742,0.5747,0.5840
2.7150,29.333,27.333,22632,22782,0.6160,0.6293
2.7644,28.667,27.333,22674,22823,0.6320,0.6347
2.8145,29.333,29.333,22719,22867,0.6200,0.5960
2.8646,31.333,30.667,22765,22914,0.5773,0.5680
2.9156,28.000,32.000,22808,22962,0.6480,0.5373
2.9677,28.667,30.667,22850,23007,0.6373,0.5627
3.0161,30.000,28.667,22895,23051,0.6107,0.6053
3.0645,29.333,31.333,22940,23098,0.6253,0.5493
3.1179,31.333,28.000,22987,23140,0.5827,0.6200
3.2161,31.333,30.667,23076,23230,0.5827,0.5653
3.2660,29.333,28.667,23121,23274,0.6240,0.6080
3.3169,31.333,32.000,23168,23322,0.5813,0.5373
3.3643,28.667,30.000,23210,23367,0.6373,0.5773
3.4193,29.333,29.333,23255,23410,0.6253,0.5920
3.4644,30.000,27.333,23299,23451,0.6120,0.6373
3.5144,26.667,30.667,23339,23497,0.6853,0.5693
3.5645,31.333,30.667,23387,23543,0.5893,0.5680
3.6164,30.667,28.000,23432,23585,0.6013,0.6253
3.6643,26.000,28.667,23472,23629,0.7027,0.6147
3.7144,32.000,32.667,23519,23677,0.5787,0.5293
3.7645,30.667,30.667,23566,23724,0.6040,0.5680
3.8171,32.000,32.000,23614,23772,0.5733,0.5373
3.9145,31.333,30.000,23704,23858,0.5867,0.5827
3.9644,30.000,30.667,23749,23903,0.6133,0.5680
