t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0056,0.000,0.000,11022,11310,1.0000,1.0000
0.0576,19.333,19.333,11051,11340,0.6787,0.6787
0.1107,22.667,22.000,11085,11372,0.6267,0.6413
0.1579,23.333,19.333,11121,11402,0.6267,0.7160
0.2557,23.333,19.333,11191,11462,0.6520,0.7547
0.3068,21.333,21.333,11224,11495,0.7093,0.7320
0.3559,21.333,22.667,11256,11529,0.7267,0.7200
0.4057,24.000,24.667,11292,11566,0.6853,0.6907
0.4556,25.333,22.667,11329,11600,0.6680,0.7453
0.5073,25.333,23.333,11367,11635,0.6773,0.7453
0.6088,26.667,24.667,11445,11707,0.6667,0.7413
0.6571,26.000,24.000,11485,11743,0.6880,0.7667
0.7078,28.000,25.333,11526,11781,0.6520,0.7493
0.7557,28.000,28.000,11568,11823,0.6560,0.7000
0.8059,27.333,26.667,11609,11863,0.6747,0.7333
0.8568,25.333,24.667,11648,11901,0.7240,0.7840
0.9093,26.667,28.000,11688,11942,0.7040,0.7213
0.9591,30.000,24.000,11732,11978,0.6373,0.8133
1.0573,30.000,30.000,11820,12065,0.6413,0.6973
1.1074,28.667,28.000,11863,12108,0.6707,0.7413
1.1558,27.333,28.667,11903,12151,0.7027,0.7307
1.2060,28.667,26.667,11946,12191,0.6787,0.7773
1.2558,27.333,30.000,11987,12235,0.7107,0.7107
1.3074,29.333,29.333,12032,12279,0.6720,0.7253
1.3577,28.000,26.667,12073,12320,0.7027,0.7853
1.4074,30.000,26.667,12118,12359,0.6627,0.7920
1.4570,30.000,28.667,12163,12403,0.6627,0.7547
1.5061,31.333,30.667,12210,12448,0.6333,0.7133
1.5575,28.000,28.667,12253,12491,0.7040,0.7560
1.6060,29.333,28.667,12297,12535,0.6787,0.7587
1.6573,30.667,29.333,12342,12578,0.6507,0.7467
1.7060,29.333,28.000,12387,12621,0.6787,0.7773
1.7575,30.667,29.333,12432,12664,0.6507,0.7520
1.8075,30.000,28.667,12478,12708,0.6640,0.7680
1.9059,31.333,28.667,12570,12794,0.6347,0.7720
1.9557,28.667,27.333,12613,12836,0.6907,0.8040
2.0059,30.000,32.000,12658,12884,0.6640,0.7067
2.0569,26.667,28.667,12697,12927,0.7373,0.7760
2.1581,32.667,30.667,12791,13018,0.6120,0.7333
2.2061,30.000,27.333,12837,13059,0.6653,0.8053
2.2592,30.000,28.000,12882,13102,0.6653,0.7960
2.3060,29.333,28.000,12925,13143,0.6800,0.8000
2.3563,30.667,31.333,12972,13190,0.6520,0.7307
2.4057,31.333,30.667,13019,13236,0.6360,0.7427
2.4558,28.667,30.667,13062,13283,0.6920,0.7413
2.5077,31.333,30.667,13108,13329,0.6360,0.7400
2.5586,30.000,27.333,13154,13370,0.6627,0.8120
2.6098,32.667,30.000,13203,13414,0.6040,0.7587
2.6561,28.667,28.667,13245,13457,0.6867,0.7880
2.7072,27.333,30.667,13287,13504,0.7187,0.7467
2.7563,31.333,31.333,13333,13551,0.6360,0.7307
2.8559,29.333,30.667,13424,13642,0.6760,0.7427
2.9059,30.000,30.667,13469,13688,0.6627,0.7413
2.9575,28.667,27.333,13511,13729,0.6920,0.8133
3.0075,31.333,30.667,13558,13775,0.6360,0.7453
3.0559,31.333,29.333,13606,13819,0.6333,0.7733
3.1121,29.333,28.000,13649,13860,0.6747,0.8040
3.1580,30.000,28.000,13694,13902,0.6613,0.8080
3.2059,30.000,31.333,13740,13950,0.6613,0.7387
3.2588,32.667,30.667,13788,13995,0.6027,0.7507
3.3059,29.333,30.667,13832,14042,0.6707,0.7493
3.3582,26.667,31.333,13872,14088,0.7307,0.7333
3.4058,30.000,28.000,13917,14131,0.6640,0.8040
3.4574,31.333,31.333,13965,14178,0.6347,0.7347
3.5061,29.333,30.000,14008,14223,0.6760,0.7613
3.5560,28.667,30.000,14052,14268,0.6920,0.7613
3.6064,30.667,30.667,14097,14314,0.6507,0.7467
3.6559,32.667,29.333,14146,14357,0.6053,0.7747
3.7059,30.667,27.333,14193,14399,0.6440,0.8200
3.7560,30.667,31.333,14239,14445,0.6427,0.7373
3.8082,31.333,30.000,14286,14491,0.6267,0.7640
3.8557,29.333,29.333,14329,14535,0.6680,0.7787
3.9062,30.000,32.000,14375,14582,0.6547,0.7213
3.9560,29.333,31.333,14419,14630,0.6693,0.7320
