t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0488,0.000,0.000,1871,1950,0.6500,0.6500
0.0971,6.667,7.333,1882,1961,0.6457,0.6443
0.1481,14.667,14.000,1904,1983,0.6763,0.6763
0.2475,24.000,24.000,1967,2049,0.6310,0.6283
0.3477,25.333,26.000,2043,2126,0.6230,0.6043
0.4469,28.000,28.667,2124,2211,0.5817,0.5590
0.4962,26.667,30.000,2165,2256,0.6150,0.5323
0.5485,30.000,30.000,2210,2301,0.5483,0.5323
0.6471,28.667,30.000,2295,2388,0.5803,0.5363
0.7471,30.000,28.667,2385,2475,0.5537,0.5670
0.7977,25.333,30.667,2424,2521,0.6563,0.5257
0.8477,28.667,30.667,2467,2566,0.5923,0.5243
0.9474,30.667,29.333,2554,2651,0.5563,0.5577
0.9992,29.333,29.333,2600,2694,0.5843,0.5590
1.0971,28.000,31.333,2684,2781,0.6150,0.5243
1.1475,28.000,27.333,2727,2823,0.6190,0.6097
1.2473,29.333,30.000,2818,2916,0.5910,0.5523
1.3476,30.667,30.000,2910,3005,0.5603,0.5537
1.4479,28.000,28.667,2995,3095,0.6203,0.5803
1.5465,29.333,31.333,3086,3187,0.5937,0.5230
1.5982,29.333,28.000,3130,3230,0.5950,0.5937
1.6486,29.333,32.000,3174,3277,0.5963,0.5097
1.7478,28.000,29.333,3259,3365,0.6297,0.5670
1.7975,31.333,31.333,3306,3412,0.5603,0.5243
1.8963,31.333,32.000,3394,3502,0.5630,0.5097
1.9471,30.000,29.333,3439,3547,0.5897,0.5643
2.0482,28.000,30.667,3527,3637,0.6323,0.5377
2.0971,31.333,29.333,3573,3681,0.5630,0.5657
2.1978,31.333,29.333,3663,3770,0.5630,0.5670
2.2495,29.333,28.667,3708,3813,0.6043,0.5830
2.2974,28.667,31.333,3750,3860,0.6203,0.5270
2.3973,28.000,30.000,3840,3950,0.6350,0.5523
2.4991,32.000,31.333,3932,4042,0.5510,0.5230
2.5471,29.333,30.000,3977,4087,0.6057,0.5497
2.5978,30.000,28.667,4021,4130,0.5923,0.5790
2.6472,28.667,27.333,4064,4171,0.6217,0.6110
2.6987,27.333,30.000,4105,4217,0.6537,0.5577
2.7985,29.333,29.333,4191,4306,0.6203,0.5723
2.8979,32.000,32.000,4281,4399,0.5657,0.5150
2.9485,30.667,32.000,4328,4447,0.5910,0.5110
3.0479,32.000,29.333,4419,4539,0.5630,0.5617
3.1493,28.667,30.667,4509,4632,0.6297,0.5310
3.1982,28.000,31.333,4551,4678,0.6470,0.5150
3.2989,32.667,29.333,4645,4764,0.5470,0.5603
3.3486,30.667,28.000,4691,4807,0.5857,0.5910
3.3978,27.333,31.333,4733,4854,0.6577,0.5217
3.4975,30.667,31.333,4823,4948,0.5910,0.5163
3.5467,30.667,29.333,4869,4992,0.5897,0.5577
3.5980,29.333,30.000,4913,5036,0.6177,0.5443
3.6978,30.667,28.667,5003,5121,0.5910,0.5777
3.7483,29.333,30.000,5047,5166,0.6190,0.5510
3.7998,30.667,27.333,5093,5208,0.5910,0.6097
3.8986,32.667,32.000,5181,5300,0.5523,0.5123
3.9489,30.000,32.000,5226,5348,0.6057,0.5083
3.9974,29.333,27.333,5270,5389,0.6203,0.6070
