t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0543,0.000,0.000,9138,9307,1.0000,1.0000
0.1562,33.333,29.333,9223,9384,0.3853,0.4747
0.2028,18.000,12.667,9249,9404,0.7160,0.8427
0.2529,15.333,19.333,9272,9432,0.7987,0.7307
0.3029,18.000,19.333,9299,9461,0.7693,0.7520
0.3531,23.333,20.667,9334,9493,0.6760,0.7440
0.4070,19.333,14.667,9364,9514,0.7773,0.8947
0.4528,24.000,23.333,9399,9550,0.6960,0.7347
0.5030,24.000,26.667,9435,9590,0.7080,0.6747
0.5544,20.000,28.000,9465,9632,0.8080,0.6520
0.6034,24.667,28.000,9503,9674,0.7253,0.6560
0.6534,32.667,30.000,9551,9719,0.5600,0.6160
0.7029,28.667,28.667,9594,9762,0.6427,0.6453
0.7531,15.333,31.333,9617,9808,0.9387,0.5893
0.8030,35.333,30.000,9671,9853,0.5280,0.6160
0.8532,44.667,29.333,9738,9898,0.3120,0.6307
0.9045,40.000,30.000,9798,9943,0.3853,0.6173
0.9552,38.000,30.000,9853,9988,0.4093,0.6173
1.0531,34.667,28.667,9959,10072,0.4573,0.6507
1.1042,30.667,30.000,10005,10117,0.5360,0.6240
1.1541,29.333,24.000,10048,10153,0.5640,0.7560
1.2029,26.667,11.333,10089,10171,0.6240,1.0000
1.2560,30.667,24.667,10135,10207,0.5427,0.7533
1.3050,29.333,28.000,10177,10250,0.5707,0.6907
1.4074,30.000,28.667,10266,10329,0.5600,0.6920
1.4527,26.000,32.667,10305,10377,0.6480,0.6067
1.5044,25.333,33.333,10344,10428,0.6707,0.5867
1.5554,29.333,33.333,10388,10478,0.5920,0.5800
1.6542,27.333,31.333,10474,10571,0.6360,0.6147
1.7045,27.333,31.333,10516,10618,0.6413,0.6120
1.7557,26.667,29.333,10555,10662,0.6613,0.6533
1.8031,26.667,32.000,10595,10711,0.6680,0.5960
1.8530,28.000,30.667,10637,10757,0.6453,0.6213
1.9044,31.333,33.333,10685,10807,0.5760,0.5613
1.9530,28.667,33.333,10728,10857,0.6320,0.5547
2.0031,28.667,31.333,10771,10904,0.6347,0.5920
2.0531,28.667,31.333,10814,10950,0.6373,0.5893
2.1031,28.667,30.667,10857,10997,0.6400,0.6013
2.1546,28.000,28.667,10898,11039,0.6573,0.6440
2.2053,29.333,28.667,10943,11083,0.6320,0.6467
2.3031,32.000,32.667,11034,11179,0.5760,0.5587
2.3544,30.000,30.000,11079,11223,0.6160,0.6120
2.4108,30.000,31.333,11123,11271,0.6160,0.5827
2.5045,31.333,32.667,11217,11363,0.5867,0.5520
2.5546,28.667,30.667,11259,11409,0.6427,0.5907
2.6032,27.333,28.000,11300,11451,0.6747,0.6480
2.6539,28.667,30.667,11343,11498,0.6507,0.5933
2.7042,32.000,32.667,11392,11546,0.5800,0.5480
2.7531,30.667,30.667,11437,11592,0.6053,0.5867
2.8030,31.333,28.000,11485,11634,0.5893,0.6440
2.8549,28.000,24.000,11526,11671,0.6600,0.7360
2.9078,18.667,24.000,11554,11706,0.8693,0.7480
2.9542,26.000,15.333,11593,11729,0.7307,0.9507
3.0061,23.333,28.000,11628,11772,0.7973,0.7013
3.0530,24.000,27.333,11664,11812,0.7960,0.7200
3.1068,25.333,21.333,11702,11844,0.7787,0.8573
3.1543,26.667,26.667,11742,11885,0.7587,0.7573
3.2043,26.667,28.667,11782,11928,0.7653,0.7200
3.2546,25.333,29.333,11820,11972,0.8013,0.7080
3.3068,28.667,28.000,11863,12014,0.7373,0.7387
3.3530,27.333,27.333,11904,12054,0.7693,0.7573
3.4101,34.000,27.333,11955,12095,0.6280,0.7627
3.4530,29.333,27.333,11999,12137,0.7227,0.7680
3.5046,31.333,31.333,12047,12183,0.6800,0.6853
3.5552,30.000,30.667,12091,12230,0.7067,0.6973
3.6031,29.333,30.667,12136,12275,0.7213,0.6960
3.6564,31.333,30.000,12182,12320,0.6787,0.7093
3.7029,30.000,30.667,12227,12366,0.7053,0.6947
3.7531,28.000,28.000,12269,12408,0.7493,0.7520
3.8054,32.667,27.333,12319,12450,0.6507,0.7707
3.9061,28.000,29.333,12405,12538,0.7493,0.7333
3.9531,29.333,30.667,12449,12584,0.7240,0.7053
