t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0336,0.000,0.000,1886,1897,0.9840,0.9840
0.0845,24.667,26.000,1924,1937,0.5013,0.4720
0.1318,43.333,41.333,1989,1998,-0.3427,-0.3013
0.1817,33.333,35.333,2038,2052,-0.1493,-0.1920
0.2838,23.333,24.667,2117,2135,0.5107,0.4747
0.3326,24.667,23.333,2153,2169,0.4947,0.5147
0.3816,22.000,22.667,2187,2203,0.5640,0.5427
0.4816,23.333,22.667,2255,2272,0.5653,0.5707
0.5316,23.333,24.667,2290,2309,0.5787,0.5413
0.5822,24.000,25.333,2327,2348,0.5773,0.5373
0.6360,24.667,25.333,2364,2386,0.5747,0.5467
0.6836,24.000,26.667,2399,2425,0.6000,0.5267
0.7328,24.667,26.000,2437,2464,0.5973,0.5480
0.7819,26.000,23.333,2475,2500,0.5787,0.6147
0.8352,23.333,26.000,2511,2539,0.6453,0.5693
0.8832,26.667,28.000,2551,2580,0.5853,0.5333
0.9318,26.000,25.333,2590,2618,0.6067,0.5960
1.0346,27.333,28.667,2673,2701,0.5880,0.5387
1.0845,27.333,27.333,2715,2742,0.5933,0.5707
1.1317,26.667,26.000,2754,2781,0.6133,0.6053
1.1862,27.333,27.333,2796,2823,0.6053,0.5840
1.2337,29.333,29.333,2839,2867,0.5667,0.5453
1.3321,29.333,29.333,2922,2953,0.5773,0.5493
1.4317,30.000,28.000,3007,3036,0.1253,0.5867
1.4818,26.667,30.000,3047,3081,0.6427,0.1027
1.5823,28.000,25.333,3126,3161,0.6320,0.6520
1.6817,28.667,28.667,3209,3243,0.6267,0.5960
1.7317,28.667,26.667,3252,3284,0.6293,0.6427
1.7818,29.333,30.000,3296,3329,0.6173,0.1320
1.8338,28.000,27.333,3337,3371,0.6480,0.6347
1.9319,30.667,27.333,3428,3449,0.1520,0.6480
1.9817,27.333,28.000,3468,3492,0.6680,0.6387
2.0825,26.667,28.000,3548,3576,0.6947,0.6467
2.1317,27.333,31.333,3590,3623,0.6867,0.1333
2.2335,29.333,27.333,3678,3706,0.6493,0.6667
2.3317,30.000,28.667,3768,3793,0.1920,0.6427
2.3832,26.667,26.000,3808,3833,0.7093,0.7040
2.4399,26.667,28.000,3848,3875,0.7160,0.6680
2.4819,28.000,30.667,3889,3921,0.6933,0.1693
2.5318,28.667,28.000,3933,3963,0.6827,0.6707
2.5848,30.000,28.667,3978,4005,0.2120,0.6600
2.6821,28.000,30.000,4060,4093,0.7053,0.1933
2.7320,29.333,26.667,4105,4132,0.6800,0.7107
2.7819,32.000,27.333,4152,4173,0.1787,0.7027
2.8319,30.000,27.333,4198,4215,0.2187,0.7080
2.8837,25.333,32.667,4236,4263,0.7653,0.1520
2.9396,26.667,28.000,4276,4305,0.7453,0.6933
3.0335,32.000,30.000,4370,4391,0.1893,0.2147
3.0843,27.333,28.000,4411,4433,0.7320,0.7027
3.1318,27.333,26.000,4452,4472,0.7373,0.7507
3.1818,30.000,30.667,4497,4519,0.2400,0.2120
3.2334,26.667,28.667,4536,4562,0.7573,0.6987
3.2819,26.667,30.667,4577,4608,0.7640,0.2133
3.3833,32.000,28.000,4674,4690,0.2040,0.7200
3.4818,29.333,32.000,4756,4780,0.7107,0.1960
3.5318,33.333,29.333,4806,4825,0.1800,0.6947
3.5834,30.000,28.667,4852,4868,0.2467,0.7107
3.6318,28.000,32.667,4894,4917,0.7347,0.1813
3.6825,26.667,28.667,4934,4960,0.7680,0.7080
3.7319,31.333,29.333,4981,5004,0.2280,0.6960
3.8319,28.667,29.333,5066,5094,0.7307,0.6947
3.8833,33.333,30.000,5116,5139,0.1867,0.2373
3.9318,30.667,28.000,5162,5181,0.2387,0.7253
3.9819,26.667,28.000,5202,5223,0.7693,0.7293
