t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0515,0.000,0.000,7363,7609,1.0000,1.0000
0.1004,29.333,28.000,7408,7652,0.4587,0.4880
0.1517,45.333,45.333,7475,7720,0.1080,0.1107
0.2005,43.333,38.667,7540,7778,0.1213,0.2267
0.2502,36.667,34.667,7596,7829,0.2413,0.2973
0.3005,31.333,33.333,7643,7880,0.3453,0.3173
0.3519,30.667,32.000,7688,7927,0.3573,0.3400
0.4004,28.000,29.333,7731,7972,0.4147,0.3947
0.4519,25.333,26.000,7768,8011,0.4773,0.4693
0.5004,24.667,26.667,7806,8050,0.5013,0.4627
0.5504,25.333,25.333,7843,8089,0.4973,0.4987
0.6003,24.000,26.000,7880,8127,0.5360,0.4933
0.6520,24.667,24.000,7917,8163,0.5333,0.5453
0.7019,23.333,24.000,7951,8200,0.5733,0.5573
0.7504,23.333,26.000,7987,8238,0.5867,0.5253
0.8017,25.333,23.333,8025,8274,0.5560,0.5920
0.8503,24.667,26.000,8062,8312,0.5800,0.5467
0.9003,25.333,27.333,8099,8353,0.5760,0.5253
0.9503,25.333,26.000,8137,8392,0.5853,0.5600
1.0004,26.667,27.333,8177,8433,0.5653,0.5387
1.0504,26.000,26.000,8216,8473,0.5867,0.5733
1.1004,27.333,26.667,8257,8512,0.5653,0.5667
1.1504,26.000,26.667,8297,8553,0.6000,0.5733
1.2018,26.667,27.333,8336,8594,0.5933,0.5653
1.2517,25.333,28.667,8374,8636,0.6293,0.5413
1.3018,24.667,26.000,8411,8675,0.6533,0.6027
1.3538,26.667,26.667,8451,8715,0.6200,0.5960
1.4005,28.000,28.000,8494,8758,0.5973,0.5733
1.4503,30.000,30.000,8539,8802,0.5573,0.5333
1.5005,30.000,26.667,8583,8843,0.5573,0.6067
1.5504,26.667,30.000,8623,8887,0.6307,0.5400
1.6005,26.667,30.000,8664,8933,0.6373,0.5400
1.6503,30.000,30.000,8709,8977,0.5707,0.5400
1.7009,30.000,28.000,8754,9020,0.5707,0.5840
1.8041,30.000,27.333,8838,9100,0.5787,0.6107
1.8532,30.667,30.667,8883,9146,0.5640,0.5427
1.9039,28.667,28.667,8926,9188,0.6067,0.5853
1.9516,26.667,29.333,8967,9232,0.6533,0.5733
2.0032,30.667,28.000,9012,9275,0.5720,0.6040
2.0536,28.667,30.000,9056,9319,0.6147,0.5640
2.1004,28.000,27.333,9097,9360,0.6320,0.6227
2.1533,29.333,30.000,9141,9405,0.6067,0.5693
2.2004,29.333,30.000,9185,9450,0.6080,0.5693
2.2504,29.333,28.667,9229,9494,0.6093,0.5987
2.3020,28.000,32.000,9271,9541,0.6400,0.5280
2.3504,29.333,30.000,9316,9586,0.6147,0.5680
2.4004,31.333,28.000,9362,9629,0.5720,0.6120
2.4505,28.000,30.000,9405,9674,0.6427,0.5720
2.5021,31.333,29.333,9451,9717,0.5733,0.5867
2.5506,29.333,28.667,9496,9761,0.6147,0.6027
2.6020,30.667,32.000,9542,9808,0.5867,0.5320
2.6505,30.667,28.667,9588,9852,0.5853,0.6013
2.7004,30.667,32.000,9634,9899,0.5840,0.5307
2.7506,30.667,30.000,9679,9945,0.5827,0.5707
2.8005,28.667,31.333,9722,9991,0.6253,0.5413
2.8506,30.000,30.000,9768,10036,0.5987,0.5680
2.9020,30.667,26.667,9813,10077,0.5840,0.6413
2.9506,28.667,30.000,9857,10122,0.6267,0.5747
3.0037,29.333,32.000,9900,10169,0.6147,0.5307
3.0505,29.333,29.333,9944,10214,0.6160,0.5853
3.1006,27.333,27.333,9986,10255,0.6613,0.6307
3.1506,30.000,32.000,10030,10302,0.6080,0.5333
3.2004,26.667,30.000,10071,10348,0.6813,0.5733
3.2519,31.333,31.333,10118,10395,0.5853,0.5440
3.3005,30.000,30.000,10163,10439,0.6120,0.5707
3.3506,31.333,28.000,10210,10482,0.5827,0.6147
3.4004,28.667,30.000,10253,10527,0.6387,0.5747
3.4504,31.333,31.333,10299,10574,0.5827,0.5453
3.5019,28.000,31.333,10342,10620,0.6533,0.5427
3.5505,30.000,29.333,10387,10665,0.6133,0.5840
3.6022,29.333,28.667,10430,10707,0.6280,0.6000
3.6504,30.000,30.000,10475,10752,0.6147,0.5733
3.7005,30.000,28.000,10520,10795,0.6147,0.6173
3.7504,30.000,29.333,10566,10838,0.6147,0.5920
3.8005,31.333,28.000,10613,10880,0.5853,0.6227
3.8506,31.333,29.333,10660,10924,0.5827,0.5973
3.9017,31.333,30.667,10706,10970,0.5800,0.5693
3.9505,27.333,30.667,10748,11017,0.6653,0.5680
4.0018,30.000,30.000,10792,11061,0.6120,0.5813
