t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0444,0.000,0.000,1830,1876,0.6500,0.6500
0.0943,7.333,6.667,1842,1887,0.6443,0.6457
0.1447,14.667,15.333,1863,1909,0.6750,0.6750
0.1943,16.667,20.000,1889,1939,0.7017,0.6950
0.2442,24.667,24.000,1925,1976,0.6190,0.6270
0.2959,22.667,26.000,1959,2014,0.6737,0.5950
0.3443,26.000,26.667,1998,2055,0.6150,0.5883
0.3957,27.333,25.333,2039,2093,0.5937,0.6243
0.4444,27.333,30.000,2080,2138,0.5990,0.5310
0.4983,28.667,29.333,2124,2182,0.5750,0.5457
0.5443,28.000,30.000,2165,2227,0.5923,0.5323
0.5944,28.000,29.333,2207,2270,0.5963,0.5470
0.6485,28.000,28.667,2250,2314,0.6003,0.5630
0.6962,31.333,30.667,2296,2360,0.5310,0.5217
0.7483,26.667,28.667,2336,2403,0.6310,0.5643
0.7954,28.000,29.333,2379,2447,0.6083,0.5523
0.8444,30.000,29.333,2424,2491,0.5683,0.5537
0.8944,30.000,29.333,2469,2535,0.5683,0.5550
0.9443,30.000,28.000,2514,2577,0.5683,0.5857
0.9944,30.000,30.000,2558,2622,0.5683,0.5457
1.0443,28.000,30.000,2601,2666,0.6123,0.5457
1.0944,28.667,28.667,2643,2709,0.6017,0.5750
1.1474,30.000,30.000,2688,2755,0.5750,0.5483
1.1943,26.667,31.333,2729,2802,0.6483,0.5190
1.2457,30.667,30.000,2774,2846,0.5670,0.5457
1.2943,32.000,29.333,2822,2891,0.0923,0.5603
1.3443,25.333,28.667,2860,2934,0.6790,0.5763
1.3975,25.333,31.333,2899,2981,0.6883,0.5203
1.4444,28.000,31.333,2941,3028,0.6390,0.5177
1.4944,30.000,28.000,2986,3070,0.5990,0.5883
1.5443,32.000,30.000,3033,3115,0.1110,0.5483
1.6046,25.333,30.000,3072,3160,0.6977,0.5483
1.6453,28.667,30.000,3115,3204,0.6337,0.5483
1.6982,26.667,29.333,3155,3249,0.6803,0.5630
1.7472,28.667,30.000,3198,3294,0.6430,0.5497
1.7944,29.333,31.333,3242,3341,0.6310,0.5203
1.8443,31.333,31.333,3289,3387,0.5883,0.5177
1.8957,31.333,29.333,3336,3431,0.5857,0.5590
1.9444,28.667,26.667,3379,3472,0.6417,0.6190
1.9943,31.333,31.333,3426,3519,0.5857,0.5230
2.0520,30.000,31.333,3470,3566,0.6123,0.5203
2.0957,31.333,31.333,3517,3613,0.5830,0.5177
2.1471,30.000,30.000,3563,3657,0.6097,0.5443
2.1946,31.333,29.333,3609,3702,0.5803,0.5590
2.2444,29.333,27.333,3654,3742,0.6217,0.6043
2.2943,31.333,27.333,3700,3783,0.5790,0.6097
2.3444,31.333,30.667,3747,3829,0.5763,0.5417
2.3942,30.667,29.333,3793,3874,0.5883,0.5697
2.4445,28.000,28.667,3835,3916,0.6457,0.5857
2.4944,28.000,31.333,3878,3963,0.6497,0.5297
2.5462,31.333,28.000,3925,4006,0.5803,0.6003
2.5944,28.667,32.667,3968,4055,0.6363,0.0577
2.6460,30.667,28.000,4013,4097,0.5950,0.5990
2.6943,30.000,29.333,4059,4140,0.6083,0.5737
2.7462,31.333,28.667,4106,4183,0.5790,0.5897
2.7945,28.667,28.667,4149,4227,0.6350,0.5923
2.8450,30.000,28.667,4194,4270,0.6083,0.5950
2.8977,32.000,32.000,4241,4317,0.1203,0.0803
2.9473,29.333,26.667,4285,4358,0.6190,0.6377
2.9962,28.000,28.667,4327,4401,0.6497,0.6003
3.0445,27.333,29.333,4368,4444,0.6683,0.5883
3.0957,29.333,28.667,4412,4488,0.6297,0.6043
3.1445,28.667,30.000,4456,4533,0.6457,0.5777
3.1969,28.667,30.667,4498,4578,0.6483,0.5630
3.2445,32.667,28.000,4547,4620,0.1190,0.6203
3.2969,28.000,32.667,4589,4669,0.6603,0.0777
3.3447,26.000,28.000,4629,4711,0.7083,0.6190
3.3944,29.333,28.000,4673,4753,0.6430,0.6230
3.4444,28.000,26.000,4714,4793,0.6737,0.6710
3.4943,29.333,29.333,4759,4837,0.6483,0.6057
3.5481,31.333,31.333,4806,4884,0.6057,0.5630
3.5944,32.000,32.667,4854,4933,0.1443,0.0870
3.6443,27.333,31.333,4894,4979,0.6870,0.5550
3.6992,26.000,28.000,4933,5021,0.7217,0.6257
3.7449,28.000,26.000,4975,5060,0.6857,0.6737
3.7962,30.667,29.333,5021,5105,0.6310,0.6083
3.8459,34.000,31.333,5072,5151,0.1123,0.5657
3.8945,29.333,31.333,5116,5198,0.6510,0.5630
3.9446,27.333,28.667,5158,5241,0.6963,0.6190
3.9960,31.333,30.000,5205,5287,0.6137,0.5923
