t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.3095,0.000,0.000,-12146,811,0.0000,0.0000
0.4585,-54.000,44.000,-12362,979,1.0000,0.4200
0.6611,-67.333,36.667,-12756,1198,1.0000,0.7427
1.0105,-68.667,45.333,-13466,1643,1.0000,0.8360
1.5624,-66.000,52.667,-14570,2487,1.0000,0.9013
1.6106,-66.667,54.667,-14660,2556,0.0000,0.0000
1.7083,-59.333,43.333,-14849,2685,1.0000,0.3933
2.2617,-65.333,41.333,-15961,3337,1.0000,0.8933
2.3100,-70.667,47.333,-16049,3399,0.0000,0.0000
2.4103,-58.000,40.667,-16237,3522,1.0000,0.4640
2.6085,-67.333,36.000,-16641,3737,1.0000,0.7400
2.7590,-68.000,42.667,-16940,3916,1.0000,0.7760
2.9576,-66.000,48.667,-17336,4186,1.0000,0.7560
3.3081,-66.667,50.667,-18036,4697,1.0000,0.8733
3.6666,-64.667,55.333,-18726,5267,1.0000,0.8747
