t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0298,0.000,0.000,27268,27484,1.0000,1.0000
0.1320,45.333,45.333,27380,27591,0.1093,0.1160
0.1815,40.667,40.667,27440,27652,0.1813,0.1880
0.2332,36.000,38.000,27495,27708,0.2627,0.2253
0.2811,34.000,35.333,27545,27761,0.2947,0.2680
0.3314,30.000,29.333,27590,27805,0.3747,0.3893
0.3839,27.333,28.667,27632,27848,0.4333,0.4053
0.4297,26.000,25.333,27671,27886,0.4680,0.4813
0.4812,26.000,25.333,27710,27925,0.4760,0.4907
0.5297,24.667,25.333,27746,27963,0.5133,0.5000
0.5825,23.333,25.333,27782,28000,0.5533,0.5093
0.6295,25.333,24.000,27819,28036,0.5227,0.5480
0.6798,24.000,26.000,27855,28076,0.5613,0.5160
0.7298,24.667,26.667,27893,28115,0.5587,0.5093
0.7813,24.667,22.667,27930,28149,0.5693,0.6040
0.8310,24.667,24.000,27967,28185,0.5800,0.5893
0.8797,26.667,26.000,28006,28225,0.5467,0.5573
0.9317,24.000,26.667,28042,28265,0.6120,0.5507
0.9813,25.333,28.000,28080,28307,0.5947,0.5280
1.0296,24.667,28.000,28118,28349,0.6187,0.5320
1.0798,25.333,28.000,28156,28391,0.6147,0.5360
1.1297,27.333,28.667,28197,28433,0.5800,0.5253
1.1799,27.333,27.333,28238,28475,0.5853,0.5573
1.2298,28.667,28.000,28281,28517,0.5613,0.5480
1.2813,29.333,28.000,28324,28559,0.5493,0.5520
1.3298,27.333,28.000,28365,28601,0.5947,0.5560
1.3796,26.667,27.333,28406,28641,0.6147,0.5747
1.4297,26.667,26.000,28445,28680,0.6213,0.6093
1.4798,26.000,24.667,28485,28718,0.6427,0.6467
1.5297,27.333,27.333,28526,28758,0.6213,0.5987
1.5799,27.333,27.333,28567,28800,0.6267,0.6040
1.6305,26.667,28.000,28606,28842,0.6467,0.5947
1.6811,26.667,30.667,28646,28888,0.6533,0.5400
1.7298,27.333,29.333,28687,28932,0.6453,0.5680
1.7799,28.667,30.667,28731,28978,0.6213,0.5400
1.8337,31.333,30.667,28778,29023,0.5653,0.5387
1.8815,27.333,28.667,28819,29067,0.6507,0.5813
1.9301,30.000,27.333,28864,29108,0.5973,0.6133
1.9798,28.000,30.667,28905,29153,0.6413,0.5453
2.0312,30.000,26.667,28950,29193,0.6013,0.6320
2.0811,28.667,29.333,28993,29237,0.6307,0.5800
2.1297,27.333,26.667,29034,29278,0.6627,0.6400
2.1798,30.000,30.000,29080,29323,0.6093,0.5733
2.2298,29.333,30.667,29124,29369,0.6240,0.5587
2.2797,30.667,30.000,29169,29414,0.5960,0.5720
2.3297,31.333,30.000,29217,29459,0.5800,0.5720
2.3820,30.000,28.667,29262,29502,0.6067,0.6013
2.4298,27.333,31.333,29303,29549,0.6653,0.5453
2.4799,30.000,31.333,29348,29596,0.6120,0.5427
2.5312,26.667,29.333,29387,29640,0.6853,0.5840
2.5804,30.667,31.333,29433,29686,0.6040,0.5413
2.6297,28.000,28.000,29475,29728,0.6613,0.6120
2.6812,29.333,29.333,29520,29773,0.6360,0.5867
2.7300,31.333,30.000,29566,29817,0.5933,0.5733
2.7822,28.000,26.667,29608,29858,0.6640,0.6467
2.8298,30.667,30.000,29655,29903,0.6093,0.5800
2.8800,32.667,29.333,29703,29946,0.5640,0.5947
2.9299,28.667,30.667,29746,29992,0.6467,0.5667
2.9798,32.000,30.000,29794,30038,0.5760,0.5800
3.0298,30.000,32.000,29839,30085,0.6160,0.5360
3.0810,27.333,29.333,29880,30130,0.6747,0.5907
3.1299,27.333,31.333,29922,30177,0.6800,0.5480
3.1814,30.667,31.333,29968,30223,0.6120,0.5453
3.2298,30.000,28.000,30012,30265,0.6253,0.6160
3.2799,32.000,29.333,30061,30309,0.5813,0.5907
3.3327,30.667,31.333,30107,30356,0.6067,0.5480
3.3797,32.000,29.333,30154,30401,0.5760,0.5893
3.4298,28.667,31.333,30197,30447,0.6453,0.5467
3.4797,27.333,29.333,30238,30491,0.6773,0.5880
3.5315,27.333,28.000,30280,30533,0.6827,0.6187
3.5827,31.333,30.000,30326,30578,0.6000,0.5787
3.6298,30.667,29.333,30373,30623,0.6120,0.5933
3.6798,28.667,30.000,30415,30668,0.6547,0.5800
3.7314,30.667,31.333,30461,30715,0.6133,0.5507
3.7799,30.667,30.000,30508,30760,0.6120,0.5773
3.8312,29.333,28.667,30551,30802,0.6400,0.6067
3.8813,32.000,26.667,30600,30843,0.5827,0.6533
3.9340,29.333,31.333,30643,30890,0.6373,0.5573
3.9799,28.667,28.000,30687,30932,0.6533,0.6280
