t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.6489,0.000,0.000,-23002,8904,0.0000,0.0000
0.7033,0.000,0.000,-23039,8941,1.0000,1.0000
1.0006,-66.000,35.333,-23605,9288,1.0000,0.7733
1.1493,-68.667,42.000,-23908,9471,1.0000,0.7720
1.3546,-68.667,46.000,-24310,9739,1.0000,0.8213
1.5278,-64.667,45.333,-24603,9950,1.0000,0.9427
1.6979,-66.667,52.000,-25000,10260,1.0000,0.8547
1.9006,-68.667,56.667,-25395,10583,1.0000,0.8187
2.0513,-66.667,56.000,-25690,10831,1.0000,0.8693
2.2493,-66.000,55.333,-26086,11159,1.0000,0.9147
2.6070,-66.667,57.333,-26777,11764,1.0000,0.9173
2.7479,-66.667,60.667,-27071,12028,1.0000,0.8520
2.9486,-68.000,59.333,-27468,12375,1.0000,0.8893
3.0998,-65.333,61.333,-27761,12643,1.0000,0.8560
3.2986,-66.667,61.333,-28162,12998,1.0000,0.8653
3.6689,-66.000,60.667,-28864,13617,1.0000,0.8893
3.8501,-66.667,62.000,-29263,13976,1.0000,0.8547
4.0098,-66.000,61.333,-29554,14242,1.0000,0.8640
