t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0473,0.000,0.000,5499,5641,0.6500,0.6500
0.1465,14.000,14.667,5531,5673,0.6777,0.6763
0.1965,19.333,20.000,5560,5703,0.6990,0.6963
0.2480,24.000,22.667,5596,5737,0.6310,0.6577
0.3467,24.667,28.667,5669,5816,0.6403,0.5537
0.4470,28.000,30.000,5750,5904,0.5843,0.5297
0.5461,27.333,28.667,5831,5992,0.6110,0.5590
0.5966,30.667,30.000,5877,6037,0.5430,0.5323
0.6467,29.333,28.667,5920,6080,0.5710,0.5617
0.6964,29.333,28.667,5964,6123,0.5723,0.5643
0.7971,30.000,30.667,6051,6212,0.5643,0.5243
0.8463,28.000,29.333,6092,6256,0.6083,0.5523
0.8981,26.667,27.333,6132,6298,0.6417,0.5977
0.9463,29.333,28.000,6177,6340,0.5897,0.5883
1.0474,31.333,30.000,6266,6432,0.5497,0.5457
1.0966,26.667,31.333,6307,6479,0.6497,0.5163
1.1494,28.667,30.667,6350,6525,0.6123,0.5283
1.2464,28.667,30.667,6439,6616,0.6137,0.5257
1.2964,31.333,28.667,6486,6660,0.5577,0.5683
1.3964,31.333,30.000,6578,6750,0.5537,0.5403
1.4466,29.333,28.667,6622,6794,0.5950,0.5697
1.4982,28.000,29.333,6664,6838,0.6257,0.5577
1.5963,30.667,29.333,6750,6925,0.5777,0.5603
1.6472,28.667,29.333,6794,6970,0.6203,0.5617
1.6970,30.667,31.333,6840,7016,0.5790,0.5190
1.7974,30.000,30.000,6932,7105,0.5883,0.5470
1.8467,30.000,27.333,6977,7147,0.5883,0.6057
1.8963,29.333,30.000,7022,7192,0.6030,0.5523
1.9470,30.000,30.000,7067,7237,0.5897,0.5523
2.0464,30.000,31.333,7156,7331,0.5897,0.5203
2.0963,28.667,30.667,7199,7377,0.6190,0.5323
2.1986,31.333,30.667,7289,7467,0.5657,0.5310
2.2464,31.333,28.667,7337,7511,0.5630,0.5737
2.2975,28.667,30.667,7380,7557,0.6190,0.5323
2.3967,28.667,30.000,7464,7646,0.6270,0.5470
2.4965,30.667,31.333,7553,7735,0.5883,0.5217
2.5965,30.000,28.667,7641,7821,0.6030,0.5803
2.6454,28.000,28.667,7684,7864,0.6470,0.5830
2.6968,30.000,30.667,7729,7910,0.6070,0.5417
2.7490,30.000,32.000,7771,7955,0.6070,0.5110
2.8496,32.667,30.000,7862,8046,0.5563,0.5523
2.8973,29.333,28.667,7906,8090,0.6243,0.5817
2.9974,31.333,30.000,8000,8181,0.5777,0.5537
3.0463,28.000,30.667,8043,8227,0.6483,0.5390
3.1463,32.000,30.000,8140,8318,0.5590,0.5510
3.1982,28.000,30.000,8181,8363,0.6430,0.5510
3.2475,26.667,30.667,8221,8408,0.6763,0.5363
3.3004,30.667,30.000,8268,8454,0.5950,0.5497
3.3481,30.000,31.333,8313,8501,0.6083,0.5203
3.4477,30.000,30.000,8402,8592,0.6083,0.5443
3.4962,30.000,29.333,8447,8636,0.6083,0.5590
3.5474,28.000,30.667,8490,8683,0.6523,0.5310
3.6696,30.667,30.667,8578,8772,0.6003,0.5323
3.6972,28.667,30.667,8622,8817,0.6430,0.5310
3.7966,32.667,31.333,8717,8908,0.5563,0.5163
3.8464,30.000,28.000,8762,8951,0.6097,0.5870
3.8976,30.000,31.333,8807,8998,0.6097,0.5177
3.9467,30.667,30.000,8853,9043,0.5950,0.5443
