t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0324,0.000,0.000,-32398,16433,0.0000,0.0000
0.2327,-54.000,44.667,-32614,16601,1.0000,0.4053
0.3815,-66.667,38.000,-32912,16769,1.0000,0.6667
0.5934,-67.333,40.000,-33312,17000,1.0000,0.8067
0.7329,-67.333,44.667,-33614,17200,1.0000,0.8213
1.0904,-67.333,52.000,-34311,17713,1.0000,0.8400
1.4316,-67.333,54.000,-35013,18271,1.0000,0.9120
1.6327,-66.000,58.000,-35409,18609,1.0000,0.8573
1.8419,-66.000,58.000,-35803,18946,1.0000,0.8853
1.9824,-65.333,59.333,-36097,19212,1.0000,0.8627
2.1830,-65.333,57.333,-36492,19553,1.0000,0.9133
2.3404,-68.000,60.667,-36792,19817,1.0000,0.8627
2.5321,-68.000,59.333,-37185,20168,1.0000,0.8973
2.6857,-66.000,60.000,-37479,20436,1.0000,0.8840
3.0345,-66.667,60.000,-38174,21053,1.0000,0.8973
3.4333,-67.333,59.333,-38965,21766,1.0000,0.9173
3.5905,-66.000,61.333,-39260,22037,1.0000,0.8733
3.7828,-66.667,62.667,-39652,22394,1.0000,0.8440
3.9333,-68.000,61.333,-39946,22656,1.0000,0.8667
