t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0164,0.000,0.000,24014,24187,1.0000,1.0000
0.0697,17.333,18.667,24041,24214,0.7227,0.6933
0.1633,24.000,20.667,24112,24276,0.6133,0.6920
0.2153,23.333,21.333,24145,24307,0.6400,0.6960
0.3181,22.667,23.333,24214,24372,0.6853,0.6907
0.3634,23.333,22.000,24249,24405,0.6853,0.7333
0.4150,24.667,21.333,24286,24438,0.6693,0.7640
0.4635,26.000,24.000,24324,24473,0.6507,0.7227
0.5183,26.667,24.000,24364,24509,0.6440,0.7347
0.5669,24.667,24.000,24401,24546,0.6947,0.7467
0.6160,24.667,22.000,24438,24579,0.7053,0.8027
0.6652,26.667,28.000,24479,24621,0.6720,0.6867
0.7136,28.000,28.000,24520,24663,0.6493,0.6907
0.7670,26.000,28.000,24560,24705,0.6973,0.6947
0.8151,28.000,27.333,24602,24744,0.6613,0.7133
0.9134,27.333,26.667,24682,24824,0.6867,0.7413
0.9636,26.667,25.333,24723,24862,0.7067,0.7773
1.0143,29.333,25.333,24766,24900,0.6547,0.7867
1.1164,28.000,30.000,24852,24985,0.6880,0.7013
1.1653,29.333,30.000,24896,25030,0.6627,0.7013
1.2154,26.667,25.333,24936,25068,0.7227,0.8040
1.2650,30.000,30.667,24981,25113,0.6560,0.6960
1.3149,30.000,28.667,25026,25157,0.6560,0.7387
1.3687,29.333,30.000,25069,25202,0.6707,0.7120
1.4172,28.667,28.667,25113,25244,0.6867,0.7413
1.4675,28.000,23.333,25154,25279,0.7040,0.8613
1.5135,28.667,28.000,25198,25321,0.6933,0.7720
1.5636,29.333,29.333,25242,25366,0.6813,0.7467
1.6185,30.667,32.667,25287,25414,0.6533,0.6747
1.6639,30.000,28.000,25332,25457,0.6667,0.7720
1.7134,29.333,30.667,25376,25502,0.6813,0.7173
1.7651,28.000,28.667,25418,25546,0.7120,0.7600
1.8203,29.333,30.000,25462,25590,0.6867,0.7333
1.8655,29.333,26.000,25507,25630,0.6880,0.8213
1.9635,31.333,32.000,25602,25721,0.6400,0.7000
2.0155,30.000,31.333,25648,25768,0.6667,0.7107
2.0646,30.667,30.000,25694,25812,0.6520,0.7373
2.1147,32.000,26.000,25741,25852,0.6213,0.8253
2.1636,29.333,30.000,25785,25896,0.6760,0.7453
2.2134,30.667,29.333,25832,25940,0.6480,0.7600
2.2670,30.667,29.333,25877,25984,0.6467,0.7613
2.3152,28.667,28.667,25920,26028,0.6893,0.7773
2.3702,31.333,30.667,25967,26073,0.6333,0.7360
2.4136,28.667,30.667,26010,26119,0.6893,0.7347
2.4649,29.333,30.667,26054,26165,0.6773,0.7333
2.5144,29.333,24.667,26098,26202,0.6787,0.8640
2.5635,30.000,32.667,26143,26251,0.6653,0.6987
2.6135,30.667,30.000,26189,26296,0.6507,0.7520
2.6657,28.667,30.000,26232,26342,0.6933,0.7520
2.7154,29.333,28.000,26277,26384,0.6813,0.7960
2.7635,30.000,31.333,26321,26431,0.6680,0.7267
2.8135,30.000,31.333,26367,26477,0.6680,0.7240
2.8638,30.000,28.667,26411,26521,0.6680,0.7800
2.9162,28.000,30.667,26453,26566,0.7120,0.7387
2.9636,30.667,26.667,26499,26606,0.6573,0.8253
3.0134,30.000,29.333,26544,26651,0.6707,0.7733
3.0635,30.000,30.667,26590,26697,0.6707,0.7453
3.1156,30.667,32.667,26635,26745,0.6560,0.7000
3.1651,29.333,27.333,26679,26787,0.6840,0.8120
3.2135,28.667,30.667,26722,26832,0.7000,0.7440
3.2636,30.667,27.333,26768,26874,0.6587,0.8160
3.3138,30.000,32.667,26814,26923,0.6720,0.7040
3.3641,30.000,32.000,26859,26970,0.6720,0.7133
3.4146,31.333,28.667,26905,27013,0.6427,0.7827
3.4635,30.000,28.000,26950,27055,0.6693,0.8000
3.5138,30.000,30.000,26995,27101,0.6693,0.7600
3.5654,28.667,29.333,27039,27145,0.6987,0.7747
3.6719,33.333,30.000,27132,27234,0.6000,0.7627
3.7141,28.667,32.000,27176,27281,0.6960,0.7187
3.7640,32.000,28.667,27223,27325,0.6253,0.7880
3.8159,30.667,26.667,27269,27365,0.6507,0.8347
3.8654,30.000,32.000,27316,27415,0.6640,0.7240
3.9650,30.667,32.000,27404,27509,0.6507,0.7160
