t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0413,0.000,0.000,1813,1932,1.0000,1.0000
0.0915,30.000,28.667,1858,1976,0.4440,0.4733
0.1429,45.333,44.667,1927,2043,0.1067,0.1240
0.1914,41.333,39.333,1989,2102,0.1640,0.2120
0.2441,38.000,35.333,2045,2155,0.2147,0.2813
0.2913,33.333,34.667,2096,2207,0.3013,0.2853
0.3412,32.000,32.667,2143,2256,0.3240,0.3200
0.3913,26.000,28.667,2182,2299,0.4520,0.4027
0.4412,26.667,28.667,2222,2341,0.4453,0.4053
0.4912,25.333,26.667,2260,2381,0.4813,0.4520
0.5427,22.000,24.000,2294,2418,0.5640,0.5173
0.5926,25.333,24.667,2331,2454,0.5067,0.5147
0.6439,23.333,25.333,2367,2493,0.5600,0.5107
0.6929,24.000,24.667,2402,2530,0.5587,0.5347
0.7428,24.000,26.000,2438,2569,0.5707,0.5160
0.7913,22.667,24.667,2473,2606,0.6120,0.5533
0.8427,25.333,25.333,2511,2643,0.5680,0.5493
0.8913,26.000,25.333,2549,2682,0.5627,0.5587
0.9415,25.333,24.667,2588,2719,0.5853,0.5827
0.9914,27.333,28.000,2628,2761,0.5507,0.5200
1.0414,24.667,28.000,2665,2803,0.6147,0.5240
1.0913,25.333,28.000,2703,2844,0.6107,0.5280
1.1427,25.333,25.333,2742,2882,0.6200,0.5907
1.1914,27.333,25.333,2783,2921,0.5853,0.6000
1.2413,28.000,28.667,2824,2964,0.5760,0.5360
1.2914,26.000,29.333,2864,3007,0.6240,0.5240
1.3413,29.333,27.333,2908,3049,0.5587,0.5693
1.3914,30.000,28.000,2952,3090,0.5453,0.5600
1.4413,28.667,27.333,2995,3132,0.5747,0.5787
1.4928,28.667,28.000,3039,3174,0.5773,0.5693
1.5439,27.333,28.000,3080,3216,0.6093,0.5733
1.5928,29.333,28.667,3124,3259,0.5707,0.5627
1.6448,28.000,30.000,3165,3304,0.6013,0.5360
1.6927,26.667,28.667,3205,3346,0.6347,0.5653
1.7442,28.000,28.667,3247,3389,0.6120,0.5680
1.7912,26.000,26.667,3286,3430,0.6600,0.6147
1.8413,26.000,30.667,3326,3475,0.6680,0.5333
1.8928,30.000,30.667,3370,3521,0.5880,0.5320
1.9428,30.000,28.667,3415,3564,0.5880,0.5747
1.9917,29.333,27.333,3460,3605,0.6027,0.6067
2.0428,31.333,29.333,3506,3649,0.5600,0.5680
2.0928,28.000,28.000,3548,3691,0.6307,0.5987
2.1413,29.333,28.000,3592,3734,0.6053,0.6027
2.1913,29.333,30.000,3636,3779,0.6067,0.5627
2.2429,26.667,28.667,3676,3822,0.6667,0.5920
2.2928,28.667,31.333,3719,3869,0.6293,0.5360
2.3414,28.667,28.000,3762,3910,0.6320,0.6067
2.3914,27.333,27.333,3803,3951,0.6640,0.6253
2.4414,30.667,28.667,3849,3995,0.5960,0.6013
2.4913,30.667,30.667,3895,4041,0.5947,0.5600
2.5416,28.667,30.000,3939,4085,0.6373,0.5733
2.5914,30.000,28.000,3984,4127,0.6107,0.6173
2.6414,30.667,30.000,4030,4173,0.5960,0.5773
2.6914,30.000,30.000,4075,4217,0.6093,0.5773
2.7442,28.667,28.000,4117,4260,0.6387,0.6213
2.7913,31.333,32.667,4164,4308,0.5827,0.5227
2.8414,27.333,30.000,4205,4354,0.6680,0.5760
2.8913,30.000,30.667,4250,4400,0.6147,0.5613
2.9415,30.000,29.333,4296,4443,0.6147,0.5893
2.9927,31.333,30.000,4343,4489,0.5853,0.5760
3.0432,30.000,32.000,4388,4536,0.6120,0.5320
3.0914,30.000,30.000,4433,4581,0.6120,0.5720
3.1429,31.333,28.667,4480,4625,0.5827,0.6013
3.1929,31.333,31.333,4526,4672,0.5800,0.5453
3.2429,29.333,31.333,4571,4719,0.6213,0.5427
3.2914,30.667,31.333,4617,4765,0.5933,0.5400
3.3414,30.000,29.333,4661,4810,0.6067,0.5813
3.3913,29.333,30.000,4705,4854,0.6213,0.5680
3.4413,26.667,26.667,4745,4895,0.6813,0.6413
3.4914,30.000,31.333,4790,4941,0.6147,0.5453
3.5436,30.000,30.000,4836,4987,0.6147,0.5720
3.5929,32.000,30.000,4883,5032,0.5707,0.5720
3.6415,28.667,30.000,4926,5077,0.6400,0.5720
3.6915,30.667,31.333,4973,5124,0.5987,0.5427
3.7443,30.000,30.000,5018,5168,0.6120,0.5693
3.7914,30.000,29.333,5063,5213,0.6120,0.5840
3.8440,31.333,31.333,5109,5260,0.5827,0.5413
3.8916,28.000,28.667,5152,5302,0.6533,0.5973
3.9453,30.000,26.000,5197,5342,0.6133,0.6587
3.9915,31.333,28.667,5244,5385,0.5840,0.6080
