t_s,left_rpm,right_rpm,left_ticks,right_ticks,left_pwm,right_pwm
0.0190,0.000,0.000,10293,10452,1.0000,1.0000
0.0703,28.667,27.333,10336,10494,0.6893,0.7187
0.1188,48.000,45.333,10408,10562,0.3267,0.3880
0.1706,46.000,44.000,10478,10629,0.3947,0.4467
0.2186,38.667,40.667,10536,10689,0.5840,0.5520
0.2688,38.667,39.333,10593,10747,0.6267,0.6200
0.3172,35.333,36.667,10646,10802,0.7427,0.7200
0.3716,37.333,36.667,10702,10857,0.7480,0.7667
0.4172,34.000,34.000,10754,10909,0.8667,0.8720
0.4674,42.000,40.000,10817,10969,0.7427,0.7920
0.5173,45.333,46.000,10885,11038,0.7053,0.7000
0.5692,45.333,46.667,10952,11107,0.7347,0.7133
0.6173,42.000,40.667,11016,11169,0.8373,0.8720
0.6673,45.333,46.667,11084,11238,0.8000,0.7787
0.7174,46.667,47.333,11154,11310,0.8000,0.7907
0.7673,47.333,46.000,11224,11379,0.8120,0.8453
0.8173,48.000,49.333,11297,11452,0.8227,0.8000
0.8672,48.000,46.000,11368,11522,0.8467,0.8947
0.9174,46.000,52.000,11438,11600,0.9147,0.7907
0.9673,54.000,53.333,11519,11680,0.7667,0.7773
1.0180,56.000,52.667,11603,11759,0.7347,0.8053
1.0677,46.667,44.667,11673,11826,0.9480,0.9960
1.1202,54.000,54.000,11754,11908,0.8133,0.8213
1.1673,56.667,64.667,11839,12004,0.7667,0.5987
1.2216,56.667,59.333,11925,12094,0.7733,0.7067
1.2701,50.000,52.667,11999,12172,0.9267,0.8547
1.3188,56.667,53.333,12084,12252,0.8000,0.8547
1.3673,56.667,51.333,12169,12329,0.8067,0.9120
1.4172,53.333,53.333,12249,12409,0.8867,0.8853
1.4674,56.000,56.000,12333,12493,0.8413,0.8400
1.5173,56.000,54.667,12417,12575,0.8493,0.8773
1.5687,54.000,57.333,12498,12661,0.9013,0.8293
1.6174,58.000,54.667,12585,12743,0.8253,0.8933
1.6682,54.000,54.667,12666,12825,0.9173,0.9040
1.7688,59.333,61.333,12837,12995,0.8227,0.7840
1.8174,56.000,60.667,12921,13086,0.8973,0.7960
1.8697,60.000,58.667,13011,13174,0.8173,0.8387
1.9181,52.000,50.000,13089,13249,0.9933,1.0000
1.9673,62.667,59.333,13183,13338,0.7747,0.8267
2.0197,61.333,62.000,13275,13431,0.7987,0.7693
2.0713,61.333,60.000,13367,13521,0.7960,0.8093
2.1183,56.000,52.000,13451,13599,0.9107,0.9853
2.2175,59.333,64.667,13623,13787,0.8533,0.7213
2.2675,59.333,57.333,13713,13873,0.8547,0.8733
2.3183,58.667,58.000,13801,13960,0.8707,0.8640
2.4175,61.333,61.333,13973,14133,0.8280,0.8067
2.4678,64.000,60.000,14068,14223,0.7667,0.8333
2.5191,62.000,57.333,14162,14310,0.8027,0.8920
2.5676,57.333,56.000,14248,14393,0.9013,0.9267
2.6174,56.000,57.333,14332,14479,0.9360,0.9053
2.6675,58.667,60.000,14420,14569,0.8853,0.8520
2.7178,61.333,58.667,14512,14657,0.8293,0.8813
2.7674,59.333,54.667,14601,14739,0.8707,0.9720
2.8175,56.667,59.333,14686,14828,0.9307,0.8800
2.8675,60.667,62.000,14777,14921,0.8493,0.8227
2.9206,59.333,62.000,14866,15014,0.8773,0.8187
2.9673,58.667,56.000,14954,15098,0.8933,0.9467
3.0208,59.333,59.333,15043,15187,0.8813,0.8813
3.0716,56.000,62.000,15127,15280,0.9560,0.8240
3.1201,62.667,61.333,15219,15369,0.8173,0.8347
3.2217,60.000,62.667,15396,15543,0.8773,0.8027
3.2676,62.667,62.667,15490,15637,0.8187,0.7973
3.3190,59.333,62.667,15579,15731,0.8867,0.7920
3.3689,57.333,56.667,15665,15816,0.9320,0.9187
3.4190,60.000,56.000,15755,15900,0.8787,0.9400
3.4677,60.667,59.333,15846,15989,0.8640,0.8747
3.5173,59.333,60.000,15934,16079,0.8920,0.8613
3.5685,58.000,60.000,16022,16170,0.9227,0.8613
3.6675,64.000,58.000,16202,16342,0.8027,0.9107
3.7175,57.333,58.667,16288,16430,0.9413,0.9000
3.7693,62.667,62.000,16382,16523,0.8293,0.8293
3.8203,61.333,57.333,16474,16609,0.8533,0.9280
3.8674,58.000,58.000,16561,16696,0.9240,0.9187
3.9174,56.000,58.667,16645,16784,0.9720,0.9080
3.9696,67.333,64.000,16746,16880,0.7307,0.7933
