x,y,theta
0.3,0.0,1.0625624417061337
0.308433734939759,0.015138598885574664,1.0624270686451571
0.3168674698795181,0.03026755895536721,1.0620206407811277
0.3253012048192771,0.04537724753067402,1.061342230691386
0.3337349397590361,0.06045804420304095,1.0603902880663056
0.3421686746987952,0.07550034695962181,1.0591626327759156
0.3506024096385542,0.0904945782968243,1.0576564451121102
0.35903614457831323,0.10543119131835063,1.0558682531556791
0.3674698795180723,0.12030067581375058,1.0537939172033315
0.3759036144578313,0.13509356431361638,1.0514286111762665
0.38433734939759034,0.14980043811756408,1.0487668009188047
0.39277108433734936,0.16441193329116366,1.0458022192834246
0.40120481927710844,0.17891874662799925,1.0425278378875418
0.40963855421686746,0.1933116415730636,1.0389358354179643
0.41807228915662653,0.20758145410371526,1.0350175623517244
0.4265060240963855,0.22171909856445413,1.0307635019576056
0.43493975903614457,0.23571557345180028,1.0261632274421109
0.44337349397590364,0.24956196714559273,1.021205355107997
0.4518072289156626,0.26324946358305906,1.0158774934042998
0.4602409638554217,0.2767693478720434,1.0101661877658787
0.46867469879518076,0.2901130118398183,1.0040568611702045
0.4771084337349397,0.3032719595139485,0.9975337503823306
0.4855421686746988,0.3162378125317149,0.9905798379192866
0.4939759036144578,0.3290023154746579,0.9831767798469783
0.5024096385542169,0.34155734112483954,0.9753048296314795
0.5108433734939759,0.35389489563948107,0.9669427584090495
0.519277108433735,0.36600712364067944,0.9580677722233368
0.5277108433734939,0.3778863132169627,0.9486554270137858
0.536144578313253,0.3895249008334997,0.9386795424378409
0.544578313253012,0.40091547614783746,0.9281121159848708
0.553012048192771,0.4120507867281006,0.9169232393078118
0.5614457831325301,0.422923742670648,0.9050810192777248
0.5698795180722891,0.43352742111424725,0.8925515069773774
0.5783132530120483,0.4438550706478925,0.8792986387151203
0.5867469879518072,0.45390011560945864,0.865284194183191
0.5951807228915662,0.46365616027245615,0.8504677781282134
0.6036144578313253,0.47311699291821946,0.8348068333660761
0.6120481927710844,0.4822765897909368,0.8182566946718044
0.6204819277108433,0.4911291189330036,0.8007706950082184
0.6289156626506025,0.4996689438982565,0.7823003377052645
0.6373493975903615,0.5078906273407249,0.7627955505135641
0.6457831325301205,0.5157889344766141,0.7422050398335346
0.6542168674698795,0.5233588364173162,0.7204767657039186
0.6626506024096386,0.5305955133713272,0.697558560073661
0.6710843373493975,0.5374943577130294,0.6733989121231788
0.6795180722891566,0.5440509769163895,0.6479479444592549
0.6879518072289157,0.5502611963516988,0.6211586022518206
0.6963855421686747,0.5561210619435796,0.5929880730388986
0.7048192771084338,0.5616268426885637,0.5633994471176023
0.7132530120481928,0.5667750330306389,0.5323636162558583
0.7216867469879518,0.5715623550932531,0.4998613911109807
0.7301204819277108,0.5759857607663537,0.465885794780992
0.7385542168674699,0.580042433647132,0.4304444615471715
0.7469879518072289,0.5837297908332418,0.3935620373096483
0.7554216867469878,0.5870454845673436,0.35528244405455167
0.7638554216867469,0.5899874037319336,0.3156708390927429
0.772289156626506,0.5925536751935012,0.27481507647264874
0.7807228915662651,0.5947426649951624,0.23282646959181416
0.7891566265060241,0.5965529793970072,0.18983966722163625
0.7975903614457831,0.5979834657635007,0.1460114948129343
0.8060240963855421,0.5990332132973707,0.10151868037583696
0.8144578313253013,0.5997015536195176,0.05655447555526874
0.8228915662650602,0.5999880611945733,0.011324288063480596
0.8313253012048192,0.5998925536018427,-0.03395945323857762
0.8397590361445784,0.5994150916514506,-0.07908289158624948
0.8481927710843373,0.5985559793456247,-0.12383643010462307
0.8566265060240965,0.5973157636851354,-0.16802013886837866
0.8650602409638555,0.5956952343210177,-0.21144853989693593
0.8734939759036144,0.5936954230517973,-0.253954501696777
0.8819277108433734,0.5913176031665395,-0.29539207352640645
0.8903614457831326,0.5885632886341399,-0.33563819694854835
0.8987951807228916,0.5854342331393736,-0.37459333222876157
0.9072289156626505,0.5819324289663164,-0.41218111736480223
0.9156626506024097,0.5780601057298475,-0.4483472312011124
0.9240963855421687,0.5738197289560443,-0.4830576580727576
0.9325301204819276,0.5692139985123699,-0.5162965530671427
0.9409638554216866,0.5642458468886554,-0.5480638902699264
0.9493975903614458,0.55891843732997,-0.5783730481002468
0.957831325301205,0.5532351618225682,-0.6072484523366507
0.9662650602409639,0.5471996389341963,-0.6347233636557448
0.9746987951807229,0.5408157115101344,-0.6608378658134535
0.9831325301204819,0.534087444226438,-0.6856370848548505
0.991566265060241,0.5270191210019406,-0.7091696496073076
1.0,0.5196152422706632,-0.7314863890294218
1.008433734939759,0.511880522116366,-0.7526392521028705
1.016867469879518,0.5038198852710708,-0.7726804299935215
1.0253012048192771,0.4954384639794604,-0.7916616572636647
1.0337349397590363,0.4867415947311554,-0.8096336681563027
1.042168674698795,0.4777348148629464,-0.8266457846921673
1.0506024096385542,0.4684238590331457,-0.842745614963366
1.0590361445783132,0.45881465557030476,-0.8579788421559753
1.0674698795180724,0.44891332269861933,-0.8723890871890553
1.0759036144578313,0.4387261646424279,-0.8860178302179935
1.0843373493975905,0.4282596676122833,-0.8989043784888865
1.0927710843373493,0.41752049567515276,-0.9110858700754547
1.1012048192771084,0.4065154865113743,-0.9225973048467638
1.1096385542168676,0.39525164706107624,-0.9334715955944153
1.1180722891566264,0.3837361490628243,-0.943739633599713
1.1265060240963856,0.37197632448734325,-0.9534303640617919
1.1349397590361445,0.3599796608692175,-0.962570867758756
1.1433734939759037,0.3477537965395427,-0.9711864460990088
1.1518072289156627,0.33530651576256565,-0.9793007073623067
1.1602409638554216,0.3226457437794073,-0.9869356524512608
1.1686746987951806,0.3097795417620243,-0.9941117588935683
1.1771084337349398,0.29671610168062484,-1.00084806217035
1.1855421686746987,0.28346374108780276,-1.007162233711462
1.1939759036144577,0.2700308978227129,-1.0130706551071658
1.202409638554217,0.2564261246386611,-1.0185884882477099
1.2108433734939759,0.24265808375752634,-1.023729741227107
1.219277108433735,0.228735541354483,-1.0285073299419418
1.2277108433734938,0.2146673619765387,-1.032933135386516
1.236144578313253,0.200462502898434,-1.0370180566968947
1.2445783132530122,0.18613000841950617,-1.0407720600324653
1.2530120481927711,0.1716790041051414,-1.0442042234077082
1.26144578313253,0.15711869097648415,-1.0473227776015583
1.2698795180722893,0.1424583396521064,-1.0501351432791286
1.2783132530120482,0.12770728444536095,-1.0526479644623048
1.2867469879518072,0.11287491742118037,-1.0548671384831068
1.2951807228915664,0.09797068241610749,-1.0567978425478193
1.3036144578313253,0.08300406902536028,-1.0584445570314798
1.3120481927710843,0.06798460656076201,-1.0598110856120584
1.3204819277108435,0.05292185798338591,-1.0609005723420228
1.3289156626506025,0.037825413814773085,-1.0617155157423455
1.3373493975903614,0.022704886030602254,-1.0622577799906499
1.3457831325301206,0.007569901940702399,-1.06252860326134
1.3542168674698796,-0.007569901940701985,-1.06252860326134
1.3626506024096385,-0.022704886030602108,-1.0622577799906499
1.3710843373493975,-0.03782541381477267,-1.0617155157423455
